point,expected_return,volatility,sharpe,weight_133690,weight_402970,weight_069500,weight_EEM,weight_101280,weight_TLT,weight_385560,weight_132030
19,0.13255344950108955,0.08742444837293557,1.0770284933708751,0.04601592062887859,0.3592037052437505,0.0,0.02212996034704817,0.17958894625037666,0.09457089073476631,0.004559691113623596,0.2939308856815561
20,0.13402542371959406,0.08759102236599636,1.091785362817181,0.0477891204897684,0.3606877608887026,0.0,0.023025997235864043,0.18088411647674885,0.08936530294377144,0.0026165593574831838,0.2956311426076615
21,0.13549739793809853,0.08776625811871984,1.1063770113172962,0.04956232035065807,0.3621718165336543,0.0,0.02392203412468006,0.18217928670312136,0.08415971515277668,0.0006734276013427395,0.29733139953376675
22,0.13696937215660307,0.08795037262341139,1.1207973500291544,0.051386543661805256,0.36413445955883644,0.0,0.02548319983673076,0.18297068195207042,0.07734720005068535,0.0,0.29867791493987184
23,0.13844134637510758,0.08814422280099517,1.135032060067936,0.05323782886732292,0.36635093647932676,0.0,0.027397137575495337,0.18349488426998858,0.06968240042187585,0.0,0.29983681238599047
24,0.13991332059361208,0.08834781983130228,1.1490775120569126,0.0550891140728406,0.3685674133998173,0.0,0.029311075314259905,0.18401908658790647,0.062017600793066514,0.0,0.30099570983210927
25,0.1413852948121166,0.08856109649194292,1.1629312565622933,0.05694039927835834,0.3707838903203078,0.0,0.031225013053024553,0.18454328890582433,0.054352801164257086,0.0,0.30215460727822796
26,0.1428572690306211,0.0887839830257936,1.1765910683919834,0.058791684483876165,0.3730003672407982,0.0,0.03313895079178902,0.1850674912237422,0.04668800153544765,0.0,0.3033135047243467
27,0.1443292432491256,0.08901640724693281,1.1900549453659155,0.06064296968939388,0.37521684416128864,0.0,0.03505288853055361,0.18559169354166008,0.03902320190663831,0.0,0.3044724021704655
28,0.1458012174676301,0.08925829464838203,1.203321106509289,0.06249425489491147,0.377433321081779,0.0,0.03696682626931832,0.18611589585957825,0.03135840227782891,0.0,0.30563129961658414
29,0.14727319168613467,0.08950956851131156,1.2163879896948506,0.06434554010042927,0.37964979800226956,0.0,0.038880764008082914,0.1866400981774962,0.02369360264901919,0.0,0.30679019706270294
30,0.14874516590463913,0.08977015001537636,1.22925424876232,0.06619682530594692,0.3818662749227599,0.0,0.04079470174684739,0.1871643004954142,0.016028803020210102,0.0,0.30794909450882163
31,0.1502171401231436,0.09003995834985364,1.2419187501447626,0.0680481105114647,0.3840827518432504,0.0,0.04270863948561198,0.18768850281333177,0.008364003391400678,0.0,0.3091079919549403
32,0.15168911434164814,0.09031891082526287,1.2543805690330798,0.06989939571698242,0.38629922876374095,0.0,0.044622577224376535,0.18821270513124982,0.0006992037625911001,0.0,0.3102668894010591
33,0.15316108856015262,0.09065007202859494,1.2660360704152942,0.08442754630667451,0.38005834931736987,0.0,0.026471953862380708,0.1886086170186342,0.0,0.0,0.3204335334949408
34,0.15463306277865713,0.09109349039088883,1.2760322904925858,0.10022819563799859,0.3729685237783946,0.0,0.006307257779853561,0.1889916511632589,0.0,0.0,0.3315043716404944
35,0.1561050369971616,0.09167324561924438,1.284019220829731,0.12075415538839293,0.35955400787067704,0.0,0.0,0.17737687019229753,0.0,0.0,0.34231496654863247
36,0.15757701121566614,0.09246267795346401,1.288976117363192,0.14343085543089124,0.343260788723435,0.0,0.0,0.1603012449385642,0.0,0.0,0.3530071109071096
37,0.15904898543417068,0.09346161024829916,1.290948845493056,0.16610755547338946,0.3269675695761929,0.0,0.0,0.14322561968483094,0.0,0.0,0.3636992552655868
38,0.16052095965267513,0.09466341051326667,1.2901091499270754,0.18878425551588718,0.3106743504289511,0.0,0.0,0.12614999443109806,0.0,0.0,0.3743913996240637
39,0.16199293387117963,0.09604952352226417,1.2868164437726006,0.2042579949780335,0.3005812048967587,0.0032954432212819393,0.0,0.10989727321294997,0.0,0.0,0.38196808369097596
40,0.16346490808968417,0.09752014950871991,1.282505011872382,0.20967309306700524,0.29914620989661034,0.011192838814614447,0.0,0.09479370399780823,0.0,0.0,0.3851941542239618
41,0.16493688230818865,0.0990508357576549,1.2775465623691344,0.21508819115597674,0.29771121489646174,0.019090234407946764,0.0,0.07969013478266736,0.0,0.0,0.3884202247569474
42,0.16640885652669318,0.10063884181127342,1.2720141312888833,0.22050328924494814,0.2962762198963133,0.02698763000127919,0.0,0.06458656556752623,0.0,0.0,0.3916462952899331
43,0.1678808307451977,0.10228149789026772,1.2659767976600158,0.22591838733391972,0.294841224896165,0.03488502559461148,0.0,0.04948299635238497,0.0,0.0,0.39487236582291885
44,0.1693528049637022,0.10397621388075694,1.2594993844234594,0.23133348542289114,0.2934062298960168,0.04278242118794399,0.0,0.034379427137243616,0.0,0.0,0.3980984363559045
45,0.1708247791822067,0.10572048622672298,1.2526422864911633,0.23674858351186281,0.29197123489586796,0.05067981678127637,0.0,0.01927585792210255,0.0,0.0,0.4013245068888902
46,0.17229675340071118,0.10751190294934915,1.2454614060509,0.2421636816008343,0.2905362398957198,0.05857721237460856,0.0,0.004172288706961399,0.0,0.0,0.4045505774218759
47,0.1737687276192157,0.10935412369017031,1.2379405134877175,0.24556251190361272,0.28196458274536107,0.06662887864373927,0.0,0.0,0.0,0.0,0.405844026707287
48,0.1752407018377202,0.11126032370570596,1.2299611370310546,0.24819176618935934,0.27066897986216315,0.07473942747452107,0.0,0.0,0.0,0.0,0.4063998264739565
49,0.17671267605622476,0.11322811262192856,1.2215857463937827,0.2508210204751058,0.2593733769789652,0.08284997630530323,0.0,0.0,0.0,0.0,0.4069556262406258
50,0.17818465027472924,0.11525433587731966,1.2128812475855055,0.25345027476085236,0.24807777409576762,0.09096052513608484,0.0,0.0,0.0,0.0,0.4075114260072952
51,0.17965662449323375,0.11733596628013149,1.2039087535170085,0.25607952904659903,0.23678217121256964,0.09907107396686679,0.0,0.0,0.0,0.0,0.40806722577396454
52,0.1811285987117382,0.119470107646367,1.1947237174007164,0.2587087833323455,0.22548656832937208,0.10718162279764851,0.0,0.0,0.0,0.0,0.4086230255406339
53,0.18260057293024273,0.1216539964528463,1.1853761450404199,0.261338037618092,0.21419096544617405,0.11529217162843063,0.0,0.0,0.0,0.0,0.40917882530730326
54,0.18407254714874727,0.12388500183087535,1.1759108641852862,0.26396729190383855,0.2028953625629765,0.1234027204592123,0.0,0.0,0.0,0.0,0.4097346250739726
55,0.18554452136725177,0.126160624198262,1.1663678324054458,0.2665965461895851,0.1915997596797787,0.13151326928999424,0.0,0.0,0.0,0.0,0.410290424840642
56,0.18701649558575625,0.1284784927967573,1.156782468133845,0.2692258004753316,0.18030415679658104,0.13962381812077593,0.0,0.0,0.0,0.0,0.4108462246073114
57,0.18848846980426082,0.13083636237044355,1.147185992477277,0.27185505476107835,0.16900855391338282,0.1477343669515581,0.0,0.0,0.0,0.0,0.41140202437398077
58,0.1899604440227653,0.13323210918958622,1.13760577205067,0.2744843090468248,0.15771295103018512,0.1558449157823398,0.0,0.0,0.0,0.0,0.4119578241406502
59,0.1914324182412698,0.13566372659504042,1.1280656553972153,0.27711356333257114,0.14641734814698776,0.16395546461312166,0.0,0.0,0.0,0.0,0.41251362390731955
60,0.19290439245977425,0.1381293202110767,1.118586297517861,0.2797428176183179,0.13512174526379,0.17206601344390327,0.0,0.0,0.0,0.0,0.41306942367398886
61,0.1943763666782788,0.14062710294984646,1.1091854686624774,0.28237207190406416,0.1238261423805922,0.18017656227468537,0.0,0.0,0.0,0.0,0.4136252234406583
62,0.19584834089678327,0.14315538990876833,1.0998783448595273,0.28500132618981083,0.11253053949739449,0.18828711110546711,0.0,0.0,0.0,0.0,0.41418102320732764
63,0.1973203151152878,0.14571259324289207,1.090677778715831,0.28763058047555745,0.10123493661419655,0.19639765993624894,0.0,0.0,0.0,0.0,0.414736822973997
64,0.1987922893337923,0.14829721707765717,1.0815945498396766,0.29025983476130374,0.08993933373099898,0.20450820876703088,0.0,0.0,0.0,0.0,0.41529262274066636
65,0.20026426355229682,0.15090785251324496,1.0726375948652698,0.29288908904705047,0.07864373084780109,0.21261875759781274,0.0,0.0,0.0,0.0,0.4158484225073358
66,0.20173623777080135,0.1535431727596934,1.063814217518066,0.29551834333279725,0.06734812796460278,0.22072930642859465,0.0,0.0,0.0,0.0,0.4164042222740052
67,0.20320821198930583,0.15620192843188274,1.0551302794892927,0.2981475976185435,0.0560525250814056,0.22883985525937636,0.0,0.0,0.0,0.0,0.4169600220406746
68,0.20468018620781034,0.1588829430251632,1.0465903731105224,0.30077685190429,0.04475692219820767,0.23695040409015836,0.0,0.0,0.0,0.0,0.417515821807344
69,0.2061521604263149,0.16158510858556163,1.0381979769582426,0.3034061061900369,0.033461319315009536,0.24506095292094032,0.0,0.0,0.0,0.0,0.41807162157401323
70,0.20762413464481938,0.16430738158296615,1.029955595593014,0.30603536047578334,0.022165716431812,0.2531715017517221,0.0,0.0,0.0,0.0,0.4186274213406826
71,0.20909610886332386,0.1670487789912437,1.0218648846638068,0.30866461476152984,0.010870113548614302,0.2612820505825038,0.0,0.0,0.0,0.0,0.41918322110735207
72,0.21056808308182834,0.16980839771055223,1.0139266244600003,0.3109326335919499,0.0,0.2695876495351629,0.0,0.0,0.0,0.0,0.4194797168728872
73,0.21204005730033287,0.17260256801797216,1.0060408237729421,0.3039720534939647,0.0,0.28287625699155416,0.0,0.0,0.0,0.0,0.4131516895144812
74,0.2135120315188374,0.1754442538221753,0.9981358757416116,0.2970114733959789,0.0,0.296164864447946,0.0,0.0,0.0,0.0,0.40682366215607507
75,0.21498400573734186,0.17833118367657547,0.9902316269677218,0.2900508932979937,0.0,0.3094534719043369,0.0,0.0,0.0,0.0,0.40049563479766936
76,0.2164559799558464,0.18126119580098965,0.9823456784712843,0.2830903132000081,0.0,0.32274207936072874,0.0,0.0,0.0,0.0,0.3941676074392631
77,0.2179279541743509,0.18423223467777936,0.9744935619010754,0.2761297331020231,0.0,0.33603068681711984,0.0,0.0,0.0,0.0,0.38783958008085706
78,0.2193999283928554,0.18724234736025816,0.9666889107002644,0.26916915300403754,0.0,0.34931929427351144,0.0,0.0,0.0,0.0,0.3815115527224511
79,0.22087190261135992,0.19028967958099635,0.9589436244096575,0.26220857290605226,0.0,0.36260790172990254,0.0,0.0,0.0,0.0,0.37518352536404526
80,0.22234387682986442,0.19337247173407207,0.9512680248335774,0.25524799280806676,0.0,0.3758965091862942,0.0,0.0,0.0,0.0,0.36885549800563905
81,0.2238158510483689,0.19648905479313145,0.943671003239228,0.2482874127100814,0.0,0.3891851166426853,0.0,0.0,0.0,0.0,0.3625274706472333
82,0.2252878252668734,0.19963784621634106,0.9361601581202026,0.24132683261209611,0.0,0.4024737240990766,0.0,0.0,0.0,0.0,0.3561994432888273
83,0.22675979948537794,0.2028173458798537,0.9287419233400085,0.23436625251411047,0.0,0.4157623315554682,0.0,0.0,0.0,0.0,0.3498714159304213
84,0.22823177370388242,0.20602613207320206,0.9214216866927618,0.2274056724161255,0.0,0.42905093901185953,0.0,0.0,0.0,0.0,0.343543388572015
85,0.22970374792238693,0.2092628575829649,0.9142038990857859,0.22044509231814013,0.0,0.44233954646825074,0.0,0.0,0.0,0.0,0.3372153612136092
86,0.23117572214089144,0.212526245885019,0.9070921746718422,0.21348451222015483,0.0,0.4556281539246422,0.0,0.0,0.0,0.0,0.330887333855203
87,0.23264769635939592,0.2158150874605813,0.9000893823452885,0.20652393212216927,0.0,0.46891676138103355,0.0,0.0,0.0,0.0,0.32455930649679726
88,0.23411967057790045,0.21912823624696268,0.8931977290736145,0.19956335202418404,0.0,0.48220536883742504,0.0,0.0,0.0,0.0,0.3182312791383909
89,0.235591644796405,0.2224646062303811,0.8864188355696634,0.19260277192619854,0.0,0.49549397629381653,0.0,0.0,0.0,0.0,0.31190325177998496
90,0.23706361901490952,0.22582316818524154,0.8797538048254451,0.1856421918282133,0.0,0.508782583750208,0.0,0.0,0.0,0.0,0.30557522442157875
91,0.23853559323341397,0.22920294656188153,0.8732032840300852,0.1786816117302277,0.0,0.5220711912065993,0.0,0.0,0.0,0.0,0.29924719706317304
92,0.24000756745191848,0.2326030165228411,0.8667675203855909,0.17172103163224248,0.0,0.5353597986629907,0.0,0.0,0.0,0.0,0.29291916970476695
93,0.24147954167042301,0.23602250112616163,0.8604464113176261,0.16476045153425714,0.0,0.548648406119382,0.0,0.0,0.0,0.0,0.2865911423463609
94,0.24295151588892752,0.2394605686530047,0.8542395495566443,0.15779987143627153,0.0,0.5619370135757735,0.0,0.0,0.0,0.0,0.28026311498795503
95,0.24442349010743206,0.24291643007594055,0.8481462635393434,0.1508392913382863,0.0,0.5752256210321651,0.0,0.0,0.0,0.0,0.2739350876295486
96,0.24589546432593648,0.24638933666355303,0.8421656535529118,0.1438787112403011,0.0,0.5885142284885562,0.0,0.0,0.0,0.0,0.2676070602711427
97,0.24736743854444102,0.24989981153799112,0.8362255644457137,0.14920407174761768,0.0,0.6,0.0,0.0,0.0,0.0,0.2507959282523824
98,0.2488394127629455,0.25484664702938287,0.8257694877675793,0.23280250362957938,0.0,0.6,0.0,0.0,0.0,0.0,0.16719749637042067
99,0.25031138698145,0.26197163335109636,0.8089294122590401,0.3164009355115397,0.0,0.6,0.0,0.0,0.0,0.0,0.08359906448846023
100,0.2517832519204892,0.27110306998416445,0.7871117960661482,0.39999936739350395,0.0,0.6,0.0,0.0,0.0,0.0,0.0
