date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2025-06-30,17608.97923683599,22220.08289344652,22435.857933651918,20828.806814062402
2025-07-31,17782.30013974387,22538.28802179524,22615.13571884915,21308.526492503133
2025-08-31,18198.68021415889,23791.20473749664,23193.958929813565,21745.76646187547
2025-09-30,19194.546120004925,26141.111136748994,24781.39541743903,22520.360104939606
2025-10-31,19673.622903314186,26593.049886600984,26246.042656124966,23057.18679224108
2025-11-30,19967.861969314275,27657.328070527084,26626.66467560159,23102.148419763787
2025-12-31,19997.348546280286,29075.011971643078,27943.63003444049,23120.572451474924
2026-01-31,20663.664387546207,31370.699041520405,30069.502511674113,23461.317178880498
2026-02-28,21135.269098212786,33339.3627375431,31865.19809897389,23258.565453213832
2026-03-31,19822.792822973082,30523.057408313158,29211.276216438753,22110.06757038597
2026-04-30,20927.619604137853,32706.15392958595,31978.530072349622,24432.789575443217
2026-05-31,21550.072050210103,34598.673414223704,34450.90147439985,25718.583525657763
2026-06-30,20967.39465136765,33005.107570244494,33230.1986824165,25453.873295878508
2026-07-31,20823.120865609653,32355.516243477025,31428.227702296947,25462.735804357442
2026-08-31,21577.699004807615,34856.31591473264,33627.56213183977,26145.121912021732
