point,ex_ante_sharpe,ex_post_sharpe,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_sharpe,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
85,1.132911910548294,1.1329119105482943,21.88102402421942,15.924928582370704,-15.535015621951542,15.535015621951542,50.92592592592593,266.1421073125161,2.464278771412186,15,108,-0.00727880980101725,0.08815674959807929,0.0,0.04060098466388817,,,,post_max_sharpe
86,1.1256499231479415,1.1256499231479415,21.940259929867896,16.080289972061113,-15.623172371549622,15.623172371549622,51.85185185185185,270.62358526773033,2.50577393766417,15,108,-0.007261987400352776,0.08815674959807929,0.9259259259259167,0.04149516625198402,,,,post_max_sharpe
87,1.1184100711529408,1.1184100711529408,21.99949583551636,16.23734759306572,-15.711329121147699,15.711329121147699,52.77777777777778,275.4292134143961,2.5502704945777417,15,108,-0.007239851995000768,0.08815674959807751,0.9259259259259309,0.044496556913571794,,,,post_max_sharpe
88,1.111197268933708,1.1111972689337082,22.05873174116482,16.39605270090981,-15.799485870745766,15.799485870745766,52.77777777777778,280.4146453838051,2.5964319017018993,15,108,-0.007212802219232595,0.08815674959806685,0.0,0.046161407124157616,,,,post_max_sharpe
89,1.1040160510060677,1.1040160510060677,22.117967646813284,16.556357918470276,-15.887642620343845,15.887642620343845,52.77777777777778,285.3992389392011,2.6425855457333434,15,108,-0.007181217927640482,0.08815674959807929,0.0,0.04615364403144406,,,,post_max_sharpe
90,1.0968705906676062,1.096870590667606,22.177203552461744,16.718217217110244,-15.975799369941912,15.975799369941912,53.70370370370371,290.6372024504351,2.691085207874399,17,108,-0.007145460338461751,0.08815674959806685,0.9259259259259309,0.04849966214105583,,,,post_max_sharpe
91,1.0897647183849728,1.0897647183849728,22.23643945811021,16.88158589567273,-16.06395611953999,16.06395611953999,53.70370370370371,296.1285427029915,2.741930950953625,17,108,-0.007105872282633152,0.08815674959807929,0.0,0.05084574307922596,,,,post_max_sharpe
92,1.0827019398430056,1.082701939843005,22.29567536375868,17.046420557641355,-16.15211286913807,16.15211286913807,53.70370370370371,301.6190451283634,2.792768936373735,17,108,-0.007062778541967907,0.08815674959807751,0.0,0.05083798542010998,,,,post_max_sharpe
93,1.07568545358159,1.0756854535815905,22.354911269407133,17.21267908675132,-16.240269618736146,16.240269618736146,53.70370370370371,307.1086816859505,2.8435989044995416,17,108,-0.007016486261414379,0.08815674959807751,0.0,0.050829968125806424,,,,post_max_sharpe
94,1.0687181681597704,1.0687181681597702,22.414147175055604,17.38032062130907,-16.328426368334213,16.328426368334213,54.629629629629626,312.68175444816654,2.895201430075616,17,108,-0.006967285421820346,0.08815674959806685,0.9259259259259167,0.05160252557607459,,,,post_max_sharpe
95,1.061802718798744,1.061802718798744,22.473383080704064,17.54930552745672,-16.416583117932305,16.416583117932305,54.629629629629626,318.29182821525353,2.9471465575486437,17,108,-0.006915449361026171,0.08815674959809172,0.0,0.0519451274730276,,,,post_max_sharpe
96,1.0549414834662327,1.0549414834662327,22.532618986352528,17.719595371595016,-16.504739867530372,16.504739867530372,53.70370370370371,324.0830678430025,3.0007691466944673,17,108,-0.006861235332511262,0.08815674959806685,-0.9259259259259167,0.05362258914582352,,,,post_max_sharpe
97,1.048136598374239,1.0481365983742394,22.591854892000992,17.89115289215837,-16.59289661712845,16.59289661712845,53.70370370370371,329.8794014334705,3.0544389021617637,17,108,-0.006804885091993285,0.08815674959807751,0.0,0.053669755467296465,,,,post_max_sharpe
98,1.0413899728706129,1.0413899728706126,22.65109079764945,18.06394197091622,-16.681053366726516,16.681053366726516,53.70370370370371,335.6751548180157,3.1081032853519974,17,108,-0.006746625503626813,0.08815674959806685,0.0,0.0536643831902337,,,,post_max_sharpe
99,1.0340556706222623,1.034055670622262,22.710326703297923,18.24935008897669,-17.124093439680767,17.124093439680767,53.70370370370371,329.1168107031171,3.047377876880714,17,108,-0.007334302248350744,0.4430400729542505,0.0,-0.060725408471283604,,,,post_max_sharpe
100,1.0010970096974632,1.0010970096974625,22.769562608946384,18.90933612522373,-19.003487105328574,19.003487105328574,58.333333333333336,348.2995462649335,3.2249957987493842,13,108,-0.03295866092479938,1.8793936656478074,4.629629629629626,0.17761792186867043,,,,post_max_sharpe
