date,portfolio,ticker,cumulative_active_contribution_pct
2020-12-31,Sample Portfolio,GLD,0.25567231931823947
2021-01-31,Sample Portfolio,GLD,-0.1852820605323738
2021-02-28,Sample Portfolio,GLD,-1.9698795131802116
2021-03-31,Sample Portfolio,GLD,-3.0290994418054584
2021-04-30,Sample Portfolio,GLD,-3.3422318798836232
2021-05-31,Sample Portfolio,GLD,-2.0808660684790015
2021-06-30,Sample Portfolio,GLD,-3.8650227251929805
2021-07-31,Sample Portfolio,GLD,-3.849543724473482
2021-08-31,Sample Portfolio,GLD,-4.382889925841879
2021-09-30,Sample Portfolio,GLD,-4.136586768170959
2021-10-31,Sample Portfolio,GLD,-5.09437064864434
2021-11-30,Sample Portfolio,GLD,-5.075456253118495
2021-12-31,Sample Portfolio,GLD,-5.295405723763197
2022-01-31,Sample Portfolio,GLD,-4.576331712458738
2022-02-28,Sample Portfolio,GLD,-2.7122718513350677
2022-03-31,Sample Portfolio,GLD,-3.25886757614381
2022-04-30,Sample Portfolio,GLD,-1.786132726271137
2022-05-31,Sample Portfolio,GLD,-2.596206815260137
2022-06-30,Sample Portfolio,GLD,-1.0793729549724038
2022-07-31,Sample Portfolio,GLD,-3.8689389083516197
2022-08-31,Sample Portfolio,GLD,-3.6198897425881187
2022-09-30,Sample Portfolio,GLD,-2.213294999308759
2022-10-31,Sample Portfolio,GLD,-4.5199160955189805
2022-11-30,Sample Portfolio,GLD,-3.8709144207668293
2022-12-31,Sample Portfolio,GLD,-1.9105254537288736
2023-01-31,Sample Portfolio,GLD,-2.0164182500248944
2023-02-28,Sample Portfolio,GLD,-2.5833596266878036
2023-03-31,Sample Portfolio,GLD,-1.7629057954972067
2023-04-30,Sample Portfolio,GLD,-1.9105567862229758
2023-05-31,Sample Portfolio,GLD,-2.2715934418059636
2023-06-30,Sample Portfolio,GLD,-4.000185923416863
2023-07-31,Sample Portfolio,GLD,-4.184910118395753
2023-08-31,Sample Portfolio,GLD,-4.11954559636893
2023-09-30,Sample Portfolio,GLD,-4.1227894165975085
2023-10-31,Sample Portfolio,GLD,-2.306791240646927
2023-11-30,Sample Portfolio,GLD,-3.6684284017763975
2023-12-31,Sample Portfolio,GLD,-4.311817312928743
2024-01-31,Sample Portfolio,GLD,-4.914911340166821
2024-02-29,Sample Portfolio,GLD,-5.8517454088133185
2024-03-31,Sample Portfolio,GLD,-4.814294507553962
2024-04-30,Sample Portfolio,GLD,-3.402201206955614
2024-05-31,Sample Portfolio,GLD,-4.13696206436375
2024-06-30,Sample Portfolio,GLD,-4.901988801435673
2024-07-31,Sample Portfolio,GLD,-4.055927214864042
2024-08-31,Sample Portfolio,GLD,-4.1070685867700725
2024-09-30,Sample Portfolio,GLD,-3.4824874804853336
2024-10-31,Sample Portfolio,GLD,-2.372259873855504
2024-11-30,Sample Portfolio,GLD,-4.4106290211409345
2024-12-31,Sample Portfolio,GLD,-4.200824520456786
2025-01-31,Sample Portfolio,GLD,-3.380829863393525
2025-02-28,Sample Portfolio,GLD,-2.7403072671407664
2025-03-31,Sample Portfolio,GLD,0.40551033322429664
2025-04-30,Sample Portfolio,GLD,1.8702704137496435
2025-05-31,Sample Portfolio,GLD,0.32171664064900746
2025-06-30,Sample Portfolio,GLD,-0.8019980773179622
2025-07-31,Sample Portfolio,GLD,-1.473389720815519
2025-08-31,Sample Portfolio,GLD,-0.8083398559022384
2025-09-30,Sample Portfolio,GLD,1.0965990976388613
2025-10-31,Sample Portfolio,GLD,1.3859367518862293
2025-11-30,Sample Portfolio,GLD,2.6730255420167417
2025-12-31,Sample Portfolio,GLD,3.2138236854650755
2026-01-31,Sample Portfolio,GLD,5.373712155172454
2026-02-28,Sample Portfolio,GLD,7.456431952993184
2026-03-31,Sample Portfolio,GLD,6.044383866081323
2026-04-30,Sample Portfolio,GLD,3.4055627747943795
2026-05-31,Sample Portfolio,GLD,2.0150529477535857
2026-06-30,Sample Portfolio,GLD,-0.06636225968515846
2026-07-31,Sample Portfolio,GLD,0.07955782428220937
2026-08-31,Sample Portfolio,GLD,1.3843588303002297
2020-01-31,Sample Portfolio,TLT,1.5463122100591375
2020-02-29,Sample Portfolio,TLT,4.604786809105451
2020-03-31,Sample Portfolio,TLT,8.982493212709713
2020-04-30,Sample Portfolio,TLT,5.982531683173938
2020-05-31,Sample Portfolio,TLT,4.391309358139376
2020-06-30,Sample Portfolio,TLT,4.056217064431064
2020-07-31,Sample Portfolio,TLT,3.721473775417092
2020-08-31,Sample Portfolio,TLT,1.010066420874757
2020-09-30,Sample Portfolio,TLT,1.9528310152520587
2020-10-31,Sample Portfolio,TLT,1.7596762972617752
2020-11-30,Sample Portfolio,TLT,-0.21253581778626143
2020-12-31,Sample Portfolio,TLT,-1.232342554195937
2021-01-31,Sample Portfolio,TLT,-1.7550982810990785
2021-02-28,Sample Portfolio,TLT,-3.429136386195528
2021-03-31,Sample Portfolio,TLT,-5.255299608555393
2021-04-30,Sample Portfolio,TLT,-5.741682057132399
2021-05-31,Sample Portfolio,TLT,-5.853343128675793
2021-06-30,Sample Portfolio,TLT,-5.488560136488599
2021-07-31,Sample Portfolio,TLT,-5.267178565760452
2021-08-31,Sample Portfolio,TLT,-5.848639328282012
2021-09-30,Sample Portfolio,TLT,-5.5478169205043315
2021-10-31,Sample Portfolio,TLT,-6.3384332614009065
2021-11-30,Sample Portfolio,TLT,-5.733954390524752
2021-12-31,Sample Portfolio,TLT,-6.889651751683375
2022-01-31,Sample Portfolio,TLT,-6.617605729586824
2022-02-28,Sample Portfolio,TLT,-6.352845987700907
2022-03-31,Sample Portfolio,TLT,-8.1855392811163
2022-04-30,Sample Portfolio,TLT,-8.305699794525895
2022-05-31,Sample Portfolio,TLT,-8.756177693608084
2022-06-30,Sample Portfolio,TLT,-7.504936544034843
2022-07-31,Sample Portfolio,TLT,-8.775492566164141
2022-08-31,Sample Portfolio,TLT,-8.861854554205244
2022-09-30,Sample Portfolio,TLT,-8.67872548188508
2022-10-31,Sample Portfolio,TLT,-11.219046455747122
2022-11-30,Sample Portfolio,TLT,-10.957768429880838
2022-12-31,Sample Portfolio,TLT,-10.438637615005945
2023-01-31,Sample Portfolio,TLT,-10.167658544498428
2023-02-28,Sample Portfolio,TLT,-10.640132772707943
2023-03-31,Sample Portfolio,TLT,-10.41436247747681
2023-04-30,Sample Portfolio,TLT,-10.665798818223763
2023-05-31,Sample Portfolio,TLT,-11.354155930648083
2023-06-30,Sample Portfolio,TLT,-12.563810108020373
2023-07-31,Sample Portfolio,TLT,-13.651382519815074
2023-08-31,Sample Portfolio,TLT,-13.922319983123405
2023-09-30,Sample Portfolio,TLT,-14.487607657391454
2023-10-31,Sample Portfolio,TLT,-15.051642320982367
2023-11-30,Sample Portfolio,TLT,-14.922593234364994
2023-12-31,Sample Portfolio,TLT,-14.236472423779794
2024-01-31,Sample Portfolio,TLT,-15.004038608551399
2024-02-29,Sample Portfolio,TLT,-16.461438465848207
2024-03-31,Sample Portfolio,TLT,-16.92269583839683
2024-04-30,Sample Portfolio,TLT,-17.35886328883218
2024-05-31,Sample Portfolio,TLT,-17.73588376769809
2024-06-30,Sample Portfolio,TLT,-18.02996712985167
2024-07-31,Sample Portfolio,TLT,-17.616799076968547
2024-08-31,Sample Portfolio,TLT,-17.655724051594074
2024-09-30,Sample Portfolio,TLT,-17.6731452794681
2024-10-31,Sample Portfolio,TLT,-18.454779319356852
2024-11-30,Sample Portfolio,TLT,-19.1024474339435
2024-12-31,Sample Portfolio,TLT,-19.741848842343927
2025-01-31,Sample Portfolio,TLT,-20.1804943837268
2025-02-28,Sample Portfolio,TLT,-18.82198571863693
2025-03-31,Sample Portfolio,TLT,-17.928353431873536
2025-04-30,Sample Portfolio,TLT,-18.029657457042177
2025-05-31,Sample Portfolio,TLT,-19.94300676132751
2025-06-30,Sample Portfolio,TLT,-20.412397919699757
2025-07-31,Sample Portfolio,TLT,-21.05989004093094
2025-08-31,Sample Portfolio,TLT,-21.435343848846212
2025-09-30,Sample Portfolio,TLT,-21.43013938463422
2025-10-31,Sample Portfolio,TLT,-21.60732371494425
2025-11-30,Sample Portfolio,TLT,-21.593805773480103
2025-12-31,Sample Portfolio,TLT,-22.066684077996005
2026-01-31,Sample Portfolio,TLT,-22.368326285122954
2026-02-28,Sample Portfolio,TLT,-21.30455701278024
2026-03-31,Sample Portfolio,TLT,-21.164440612495568
2026-04-30,Sample Portfolio,TLT,-23.45737093891549
2026-05-31,Sample Portfolio,TLT,-24.35512735897322
2026-06-30,Sample Portfolio,TLT,-23.948284275781738
2026-07-31,Sample Portfolio,TLT,-24.817108651609303
2026-08-31,Sample Portfolio,TLT,-25.17809849035904
2020-01-31,Portfolio 2,GLD,0.4540015651078511
2020-02-29,Portfolio 2,GLD,1.223930126417283
2020-03-31,Portfolio 2,GLD,2.598849280044159
2020-04-30,Portfolio 2,GLD,1.9087365563000738
2020-05-31,Portfolio 2,GLD,1.6498282147167118
2020-06-30,Portfolio 2,GLD,1.7615682675496487
2020-07-31,Portfolio 2,GLD,2.3166635968324902
2020-08-31,Portfolio 2,GLD,1.4866405730329024
2020-09-30,Portfolio 2,GLD,1.4410642056337253
2020-10-31,Portfolio 2,GLD,1.6572299906596595
2020-11-30,Portfolio 2,GLD,-0.135504325778988
2020-12-31,Portfolio 2,GLD,0.18849455492324566
2021-01-31,Portfolio 2,GLD,-0.03198263500206098
2021-02-28,Portfolio 2,GLD,-0.8962697610780436
2021-03-31,Portfolio 2,GLD,-1.3959276312337732
2021-04-30,Portfolio 2,GLD,-1.5454624114747062
2021-05-31,Portfolio 2,GLD,-0.9395708447584441
2021-06-30,Portfolio 2,GLD,-1.7835737858693765
2021-07-31,Portfolio 2,GLD,-1.7761558612542396
2021-08-31,Portfolio 2,GLD,-2.0429609906361628
2021-09-30,Portfolio 2,GLD,-1.917910807056192
2021-10-31,Portfolio 2,GLD,-2.4024062941248965
2021-11-30,Portfolio 2,GLD,-2.3929559862567262
2021-12-31,Portfolio 2,GLD,-2.5047474809563983
2022-01-31,Portfolio 2,GLD,-2.145210475304169
2022-02-28,Portfolio 2,GLD,-1.238735911926566
2022-03-31,Portfolio 2,GLD,-1.4999422195155998
2022-04-30,Portfolio 2,GLD,-0.8067455275504324
2022-05-31,Portfolio 2,GLD,-1.190340200488713
2022-06-30,Portfolio 2,GLD,-0.4830130599644729
2022-07-31,Portfolio 2,GLD,-1.8336318796271664
2022-08-31,Portfolio 2,GLD,-1.7115277966238525
2022-09-30,Portfolio 2,GLD,-1.0231593932008367
2022-10-31,Portfolio 2,GLD,-2.152750105870898
2022-11-30,Portfolio 2,GLD,-1.8399481011485852
2022-12-31,Portfolio 2,GLD,-0.9304064757428291
2023-01-31,Portfolio 2,GLD,-0.9833528738908396
2023-02-28,Portfolio 2,GLD,-1.2610046035893046
2023-03-31,Portfolio 2,GLD,-0.8480341037366055
2023-04-30,Portfolio 2,GLD,-0.9207603463592472
2023-05-31,Portfolio 2,GLD,-1.0998192536269662
2023-06-30,Portfolio 2,GLD,-1.956276572188464
2023-07-31,Portfolio 2,GLD,-2.0479776484084
2023-08-31,Portfolio 2,GLD,-2.0164624763045875
2023-09-30,Portfolio 2,GLD,-2.0180467673351643
2023-10-31,Portfolio 2,GLD,-1.1366972779535718
2023-11-30,Portfolio 2,GLD,-1.7962938996371616
2023-12-31,Portfolio 2,GLD,-2.1071068064037393
2024-01-31,Portfolio 2,GLD,-2.4086538200227783
2024-02-29,Portfolio 2,GLD,-2.887666638655697
2024-03-31,Portfolio 2,GLD,-2.357480024570063
2024-04-30,Portfolio 2,GLD,-1.6547013769750516
2024-05-31,Portfolio 2,GLD,-2.010401215856696
2024-06-30,Portfolio 2,GLD,-2.3758603921508934
2024-07-31,Portfolio 2,GLD,-1.969164624453635
2024-08-31,Portfolio 2,GLD,-1.9939086438698448
2024-09-30,Portfolio 2,GLD,-1.6884170333112132
2024-10-31,Portfolio 2,GLD,-1.1496094156585923
2024-11-30,Portfolio 2,GLD,-2.1238317262217183
2024-12-31,Portfolio 2,GLD,-2.02120542655341
2025-01-31,Portfolio 2,GLD,-1.6112080980217796
2025-02-28,Portfolio 2,GLD,-1.2972228442935099
2025-03-31,Portfolio 2,GLD,0.24066826639332697
2025-04-30,Portfolio 2,GLD,0.9374179712122624
2025-05-31,Portfolio 2,GLD,0.19005340408449445
2025-06-30,Portfolio 2,GLD,-0.3419245930793439
2025-07-31,Portfolio 2,GLD,-0.6531476412611867
2025-08-31,Portfolio 2,GLD,-0.3462253212642413
2025-09-30,Portfolio 2,GLD,0.5061126690462522
2025-10-31,Portfolio 2,GLD,0.6303825823338824
2025-11-30,Portfolio 2,GLD,1.1873528202187744
2025-12-31,Portfolio 2,GLD,1.4157358396176223
2026-01-31,Portfolio 2,GLD,2.4956800744713115
2026-02-28,Portfolio 2,GLD,3.492993113567107
2026-03-31,Portfolio 2,GLD,2.842238154266186
2026-04-30,Portfolio 2,GLD,1.5963924892873362
2026-05-31,Portfolio 2,GLD,0.9495747695236192
2026-06-30,Portfolio 2,GLD,0.007109217062635682
2026-07-31,Portfolio 2,GLD,0.07449928252922827
2026-08-31,Portfolio 2,GLD,0.6849621602142069
2020-01-31,Portfolio 2,QQQ,0.9236388887719182
2020-02-29,Portfolio 2,QQQ,1.5052147542314551
2020-03-31,Portfolio 2,QQQ,3.135912915500363
2020-04-30,Portfolio 2,QQQ,3.886401394716035
2020-05-31,Portfolio 2,QQQ,4.4949132529764775
2020-06-30,Portfolio 2,QQQ,6.008751963754739
2020-07-31,Portfolio 2,QQQ,6.50298692670027
2020-08-31,Portfolio 2,QQQ,7.8104606629286035
2020-09-30,Portfolio 2,QQQ,7.1093018949559035
2020-10-31,Portfolio 2,QQQ,6.917506479983968
2020-11-30,Portfolio 2,QQQ,7.036081403879538
2020-12-31,Portfolio 2,QQQ,7.462773090097628
2021-01-31,Portfolio 2,QQQ,7.846902284350678
2021-02-28,Portfolio 2,QQQ,6.980743081513845
2021-03-31,Portfolio 2,QQQ,6.158904804922693
2021-04-30,Portfolio 2,QQQ,6.341373231457424
2021-05-31,Portfolio 2,QQQ,5.7828521421551455
2021-06-30,Portfolio 2,QQQ,6.937703725728406
2021-07-31,Portfolio 2,QQQ,7.0664335648174506
2021-08-31,Portfolio 2,QQQ,7.465096378888456
2021-09-30,Portfolio 2,QQQ,7.124440403558538
2021-10-31,Portfolio 2,QQQ,7.401178731145499
2021-11-30,Portfolio 2,QQQ,8.326421990624201
2021-12-31,Portfolio 2,QQQ,7.133854889022165
2022-01-31,Portfolio 2,QQQ,6.091986587889038
2022-02-28,Portfolio 2,QQQ,5.667982505320195
2022-03-31,Portfolio 2,QQQ,5.90727490879255
2022-04-30,Portfolio 2,QQQ,4.6171063781347925
2022-05-31,Portfolio 2,QQQ,4.161495386131206
2022-06-30,Portfolio 2,QQQ,3.998558687537087
2022-07-31,Portfolio 2,QQQ,4.822052779527699
2022-08-31,Portfolio 2,QQQ,4.541157769688484
2022-09-30,Portfolio 2,QQQ,4.201448208529267
2022-10-31,Portfolio 2,QQQ,3.1484114238231506
2022-11-30,Portfolio 2,QQQ,3.144612638249262
2022-12-31,Portfolio 2,QQQ,2.3603018702838896
2023-01-31,Portfolio 2,QQQ,3.6665634895493966
2023-02-28,Portfolio 2,QQQ,4.324553030225789
2023-03-31,Portfolio 2,QQQ,6.200528811017829
2023-04-30,Portfolio 2,QQQ,5.83912206219613
2023-05-31,Portfolio 2,QQQ,8.301082288917769
2023-06-30,Portfolio 2,QQQ,8.237736907698737
2023-07-31,Portfolio 2,QQQ,8.454782084021645
2023-08-31,Portfolio 2,QQQ,8.50680671185095
2023-09-30,Portfolio 2,QQQ,8.381698088045507
2023-10-31,Portfolio 2,QQQ,8.420737604544943
2023-11-30,Portfolio 2,QQQ,9.036359470638944
2023-12-31,Portfolio 2,QQQ,9.41871325332796
2024-01-31,Portfolio 2,QQQ,9.486678319483602
2024-02-29,Portfolio 2,QQQ,9.506833533952964
2024-03-31,Portfolio 2,QQQ,8.870423664734778
2024-04-30,Portfolio 2,QQQ,8.766880898218592
2024-05-31,Portfolio 2,QQQ,9.084819846450806
2024-06-30,Portfolio 2,QQQ,9.946583021954808
2024-07-31,Portfolio 2,QQQ,9.061832143944029
2024-08-31,Portfolio 2,QQQ,8.697239398009236
2024-09-30,Portfolio 2,QQQ,8.851318749629547
2024-10-31,Portfolio 2,QQQ,8.859440127219068
2024-11-30,Portfolio 2,QQQ,8.683172089584632
2024-12-31,Portfolio 2,QQQ,9.542470185210911
2025-01-31,Portfolio 2,QQQ,9.385801100325326
2025-02-28,Portfolio 2,QQQ,8.96772636005576
2025-03-31,Portfolio 2,QQQ,8.402046913558461
2025-04-30,Portfolio 2,QQQ,8.982634860546352
2025-05-31,Portfolio 2,QQQ,9.74236219380438
2025-06-30,Portfolio 2,QQQ,10.083406429808775
2025-07-31,Portfolio 2,QQQ,10.116565122596446
2025-08-31,Portfolio 2,QQQ,9.811559812359635
2025-09-30,Portfolio 2,QQQ,10.293531180782399
2025-10-31,Portfolio 2,QQQ,10.904147945450573
2025-11-30,Portfolio 2,QQQ,10.443323875464216
2025-12-31,Portfolio 2,QQQ,10.25711091890858
2026-01-31,Portfolio 2,QQQ,10.18417329349954
2026-02-28,Portfolio 2,QQQ,9.76750311252845
2026-03-31,Portfolio 2,QQQ,9.793291174429482
2026-04-30,Portfolio 2,QQQ,11.187143529071841
2026-05-31,Portfolio 2,QQQ,12.72720794755606
2026-06-30,Portfolio 2,QQQ,12.994230809743115
2026-07-31,Portfolio 2,QQQ,10.895647454852565
2026-08-31,Portfolio 2,QQQ,11.35013970441021
2020-01-31,Portfolio 2,SLV,0.08796846640201973
2020-02-29,Portfolio 2,SLV,0.11318643819075436
2020-03-31,Portfolio 2,SLV,-0.23681535809636353
2020-04-30,Portfolio 2,SLV,-0.7708636566146551
2020-05-31,Portfolio 2,SLV,0.5216549599515642
2020-06-30,Portfolio 2,SLV,0.5548941480346888
2020-07-31,Portfolio 2,SLV,3.2437837685670297
2020-08-31,Portfolio 2,SLV,4.293487725488811
2020-09-30,Portfolio 2,SLV,2.5086313955643105
2020-10-31,Portfolio 2,SLV,2.979826590411045
2020-11-30,Portfolio 2,SLV,1.1965081341027486
2020-12-31,Portfolio 2,SLV,2.57560757343174
2021-01-31,Portfolio 2,SLV,2.8484522864509856
2021-02-28,Portfolio 2,SLV,2.4362572366196344
2021-03-31,Portfolio 2,SLV,1.2216091430604754
2021-04-30,Portfolio 2,SLV,1.2643966616902325
2021-05-31,Portfolio 2,SLV,1.9194219348811123
2021-06-30,Portfolio 2,SLV,1.0924676275207479
2021-07-31,Portfolio 2,SLV,0.6583328796848503
2021-08-31,Portfolio 2,SLV,-0.161116849333557
2021-09-30,Portfolio 2,SLV,-0.38007164000146243
2021-10-31,Portfolio 2,SLV,-0.32968916498675405
2021-11-30,Portfolio 2,SLV,-0.6391077630260543
2021-12-31,Portfolio 2,SLV,-0.8329175248403881
2022-01-31,Portfolio 2,SLV,-0.6355838830111432
2022-02-28,Portfolio 2,SLV,0.5141811482189732
2022-03-31,Portfolio 2,SLV,0.2378839116512302
2022-04-30,Portfolio 2,SLV,0.31435286063144396
2022-05-31,Portfolio 2,SLV,-0.3021381978692155
2022-06-30,Portfolio 2,SLV,-0.08772925369197226
2022-07-31,Portfolio 2,SLV,-0.9825091091995619
2022-08-31,Portfolio 2,SLV,-1.6884176552907457
2022-09-30,Portfolio 2,SLV,-0.362906813097051
2022-10-31,Portfolio 2,SLV,-1.125558121963034
2022-11-30,Portfolio 2,SLV,-0.10407183357619576
2022-12-31,Portfolio 2,SLV,1.2921785868867077
2023-01-31,Portfolio 2,SLV,0.5770210095243424
2023-02-28,Portfolio 2,SLV,-0.2842108579059432
2023-03-31,Portfolio 2,SLV,0.6897749307576284
2023-04-30,Portfolio 2,SLV,0.9088313625362572
2023-05-31,Portfolio 2,SLV,0.2896089550842554
2023-06-30,Portfolio 2,SLV,-0.5922477067856883
2023-07-31,Portfolio 2,SLV,-0.14302706142487082
2023-08-31,Portfolio 2,SLV,-0.1166779369176758
2023-09-30,Portfolio 2,SLV,-0.5073356950295379
2023-10-31,Portfolio 2,SLV,-0.05851581454167565
2023-11-30,Portfolio 2,SLV,0.039141257448286
2023-12-31,Portfolio 2,SLV,-0.8904543270009635
2024-01-31,Portfolio 2,SLV,-1.4491689451787562
2024-02-29,Portfolio 2,SLV,-2.0447167205671106
2024-03-31,Portfolio 2,SLV,-1.4335563918827368
2024-04-30,Portfolio 2,SLV,-0.48667586501046406
2024-05-31,Portfolio 2,SLV,0.5817835196524667
2024-06-30,Portfolio 2,SLV,-0.3006643401104113
2024-07-31,Portfolio 2,SLV,-0.5010865638459765
2024-08-31,Portfolio 2,SLV,-0.7587276281497406
2024-09-30,Portfolio 2,SLV,-0.1742835140955518
2024-10-31,Portfolio 2,SLV,0.4454159649726142
2024-11-30,Portfolio 2,SLV,-0.9159410047033502
2024-12-31,Portfolio 2,SLV,-1.2536972465598368
2025-01-31,Portfolio 2,SLV,-0.6943076816581902
2025-02-28,Portfolio 2,SLV,-0.6358093414879837
2025-03-31,Portfolio 2,SLV,0.8869834579152
2025-04-30,Portfolio 2,SLV,0.49066345269299694
2025-05-31,Portfolio 2,SLV,-0.0303880991299587
2025-06-30,Portfolio 2,SLV,0.4013985063355831
2025-07-31,Portfolio 2,SLV,0.3223168668688437
2025-08-31,Portfolio 2,SLV,1.0161676893184612
2025-09-30,Portfolio 2,SLV,2.4866279676398215
2025-10-31,Portfolio 2,SLV,2.659012335567315
2025-11-30,Portfolio 2,SLV,4.572552625034795
2025-12-31,Portfolio 2,SLV,7.978425423306995
2026-01-31,Portfolio 2,SLV,9.541696813760266
2026-02-28,Portfolio 2,SLV,11.009467590252779
2026-03-31,Portfolio 2,SLV,9.296523099121565
2026-04-30,Portfolio 2,SLV,8.019205998316243
2026-05-31,Portfolio 2,SLV,7.765562678503536
2026-06-30,Portfolio 2,SLV,5.9188383615830205
2026-07-31,Portfolio 2,SLV,5.7645031867869765
2026-08-31,Portfolio 2,SLV,6.652621770745935
2020-01-31,Portfolio 2,GDX,-0.09500919926288542
2020-02-29,Portfolio 2,GDX,-0.25917964111863656
2020-03-31,Portfolio 2,GDX,-0.2244690293764833
2020-04-30,Portfolio 2,GDX,2.409049475950684
2020-05-31,Portfolio 2,GDX,2.6002490245498064
2020-06-30,Portfolio 2,GDX,3.208250943983984
2020-07-31,Portfolio 2,GDX,4.562227002129054
2020-08-31,Portfolio 2,GDX,3.465306119273466
2020-09-30,Portfolio 2,GDX,3.034888140574992
2020-10-31,Portfolio 2,GDX,2.8255907759700416
2020-11-30,Portfolio 2,GDX,0.7254707901208419
2020-12-31,Portfolio 2,GDX,0.7952059131447163
2021-01-31,Portfolio 2,GDX,0.4778985240722576
2021-02-28,Portfolio 2,GDX,-0.7126505776095439
2021-03-31,Portfolio 2,GDX,-0.7242942963958922
2021-04-30,Portfolio 2,GDX,-0.6866745861120978
2021-05-31,Portfolio 2,GDX,0.5602094769669705
2021-06-30,Portfolio 2,GDX,-1.0176377830701675
2021-07-31,Portfolio 2,GDX,-0.9899492798740365
2021-08-31,Portfolio 2,GDX,-1.8460754483884871
