date,SPY Candidate_balance,benchmark_balance
2018-04-30,15410.90094880134,13724.728681102166
2018-05-31,15940.512109747398,13910.020554035065
2018-06-30,16634.75646101489,14128.24742884653
2018-07-31,17122.616830617957,14090.181217388856
2018-08-31,17720.79633797254,14165.766501117625
2018-09-30,17775.97854094989,13955.374610173138
2018-10-31,16925.305788343183,13552.613572588294
2018-11-30,16925.895048548875,13635.273244156462
2018-12-31,15336.916948259584,13650.201462754534
2019-01-31,16551.75977007359,14087.690357379699
2019-02-28,17182.293844110107,14336.1494436076
2019-03-31,17794.816067106443,15012.887073790389
2019-04-30,18994.322650241003,15445.618665043381
2019-05-31,18167.051321727442,15641.310299559302
2019-06-30,18893.776381704363,15936.635121693895
2019-07-31,19690.663248442692,16234.848303433584
2019-08-31,19701.25423124063,17105.60684262109
2019-09-30,19932.194480384675,17030.36004902901
2019-10-31,19789.498510261117,16856.6185715773
2019-11-30,20740.383766378505,17014.888245039012
2019-12-31,20995.882211811484,17104.167000497517
2020-01-31,21517.635568124224,17761.77082851022
2020-02-29,20217.93316530008,18010.485688030247
2020-03-31,17771.439619714714,17274.17373003724
2020-04-30,20118.805233386058,18652.41778699895
2020-05-31,21350.04168764816,19086.740411355073
2020-06-30,21033.802202200415,19041.71568937561
2020-07-31,22108.424608013407,20312.02753223609
2020-08-31,23601.412166378585,20591.35608004862
2020-09-30,22182.436696691828,19972.394029407707
2020-10-31,21077.88308662812,19104.415252205785
2020-11-30,22849.465549113782,19687.633478452608
2020-12-31,23326.214487013196,20228.96342953368
2021-01-31,23623.58971073993,20349.751739502644
2021-02-28,24429.76736817748,20146.21763522462
2021-03-31,25723.012790643414,20101.541859213667
2021-04-30,26589.78584103801,20208.47900029642
2021-05-31,27022.43596570574,20973.189979376584
2021-06-30,27932.631658724385,21260.262619805497
2021-07-31,28931.688861167684,21697.32095982278
2021-08-31,30217.626875039838,22286.59689370987
2021-09-30,29438.7617737522,22180.244643768594
2021-10-31,31069.14775997191,22358.6232806995
2021-11-30,31436.498727735252,22671.106397918637
2021-12-31,32777.6868133953,22947.564436134144
2022-01-31,30931.39798056559,22261.583635725365
2022-02-28,30410.00781094126,22260.860197071703
2022-03-31,31998.663487857182,22260.11567371619
2022-04-30,30579.13258279444,21653.08555644808
2022-05-31,29912.234662300074,20945.242534218847
2022-06-30,28461.71871316816,20926.337912099643
2022-07-31,31262.272824619216,21587.198712728525
2022-08-31,31077.455567061257,21557.77803514165
2022-09-30,30051.696420676817,21118.619073469858
2022-10-31,32300.587956518917,20948.53229315485
2022-11-30,31787.08348355574,21183.71075651206
2022-12-31,28877.51884951265,20009.96248520178
2023-01-31,29584.047005500004,20635.267863910092
2023-02-28,30874.143529446766,21058.083609117846
2023-03-31,31488.205879936104,21650.991416932622
2023-04-30,33049.546679344276,22429.349960766813
2023-05-31,32764.586458708192,21938.759952832454
2023-06-30,34922.826932864176,22239.996912119408
2023-07-31,34835.487726676336,21918.227388779895
2023-08-31,35521.92626485347,22022.939900722195
2023-09-30,34441.2003317088,21405.313907801905
2023-10-31,33687.917625907,20887.099655494156
2023-11-30,35136.66554808281,21377.92177755998
2023-12-31,37030.55487885443,22724.898703541854
2024-01-31,38434.4557845198,22766.476137111036
2024-02-29,40646.29783492762,23271.301467600228
2024-03-31,42492.420537087324,24294.55762887842
2024-04-30,41856.46969514389,24263.983207562294
2024-05-31,43661.24991676125,24587.267446255744
2024-06-30,45573.92014458241,25213.7237197594
2024-07-31,45492.89733575523,25724.44877275176
2024-08-31,45363.3024947621,25386.991917617383
2024-09-30,45706.30333538653,25956.413256113872
2024-10-31,47476.353437451166,26550.91119884665
2024-11-30,50845.074950767565,26956.445399962653
2024-12-31,52644.60659477199,27462.379143980837
2025-01-31,52722.965800611826,27424.15775361713
2025-02-28,52349.72437839281,28067.645995256942
2025-03-31,50186.33555006554,28739.029545316385
2025-04-30,48121.748850701566,28010.85955492161
2025-05-31,49229.808894780625,27344.73977306438
2025-06-30,50932.00959056607,27903.771504913482
2025-07-31,53766.93318518004,28692.070050991126
2025-08-31,54590.23564883575,29373.403662818448
2025-09-30,57300.037778315345,31244.551650664114
2025-10-31,59538.49908113235,32896.741540760086
2025-11-30,61220.510872263934,34020.431888660365
2025-12-31,60599.3224421169,33807.636561616455
2026-01-31,60783.70729810773,35309.23111665025
2026-02-28,60408.55315326907,37518.96392196453
2026-03-31,60272.589535710875,36390.58812240544
2026-04-30,65305.379403124185,37518.3859565393
2026-05-31,69734.54240935249,39476.79893904175
2026-06-30,71477.83714131056,40024.3800404057
2026-07-31,65592.22093609937,35412.06403958319
2026-08-31,65642.79784598335,35877.00621722396
