point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_EWY_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
76,1.0181754785808896,20.899767839385802,16.755741460738538,32.86354349585469,0.0,26.400556613966476,0.0,0.0,0.0,0.0,0.0,40.735899890178835
77,1.008994937080767,21.06656167799496,17.07350382670483,32.135418324376516,0.0,27.956999488756928,0.0,0.0,0.0,0.0,0.0,39.907582186866556
78,0.9997725948971564,21.23335551660413,17.397829113102162,31.407293152898337,0.0,29.513442363547444,0.0,0.0,0.0,0.0,0.0,39.07926448355422
79,0.9905411123825573,21.400149355213287,17.72835713436848,30.679167981420175,0.0,31.069885238337875,0.0,0.0,0.0,0.0,0.0,38.250946780241954
80,0.9813289951389019,21.56694319382245,18.06474742213495,29.95104280994201,0.0,32.62632811312836,0.0,0.0,0.0,0.0,0.0,37.42262907692964
81,0.9721609579509204,21.73373703243161,18.40667857257678,29.222917638463823,0.0,34.18277098791885,0.0,0.0,0.0,0.0,0.0,36.59431137361733
82,0.9630582789809898,21.900530871040772,18.75384751536578,28.494792466985647,0.0,35.739213862709306,0.0,0.0,0.0,0.0,0.0,35.76599367030504
83,0.9540391387171598,22.067324709649935,19.105968729479116,27.76666729550748,0.0,37.29565673749978,0.0,0.0,0.0,0.0,0.0,34.93767596699274
84,0.9451189399533068,22.234118548259094,19.462773426746885,27.038542124029313,0.0,38.85209961229024,0.0,0.0,0.0,0.0,0.0,34.109358263680456
85,0.9363106065110385,22.40091238686826,19.82400872015407,26.3104169525511,0.0,40.40854248708076,0.0,0.0,0.0,0.0,0.0,33.28104056036814
86,0.9276248595318628,22.567706225477416,20.189436790544995,25.582291781072954,0.0,41.96498536187117,0.0,0.0,0.0,0.0,0.0,32.45272285705588
87,0.9190704710216371,22.73450006408658,20.55883406248731,24.854166609594778,0.0,43.52142823666169,0.0,0.0,0.0,0.0,0.0,31.624405153743538
88,0.9106544949620086,22.901293902695738,20.93199039759891,24.126041438116612,0.0,45.07787111145214,0.0,0.0,0.0,0.0,0.0,30.796087450431248
89,0.9023824767561796,23.068087741304904,21.30870831158628,23.397916266638422,0.0,46.63431398624263,0.0,0.0,0.0,0.0,0.0,29.96776974711895
90,0.8942586420850279,23.23488157991406,21.68880221953641,22.669791095160246,0.0,48.19075686103309,0.0,0.0,0.0,0.0,0.0,29.139452043806667
