portfolio,rank,start,bottom,recovery,duration_months,decline_months,recovery_months,underwater_months,maximum_drawdown_pct,annualized_recovery_rate_pct
Current Portfolio,19,2019-09-30,2019-10-31,2019-11-30,3,2,1.0,3,-0.8754746605420305,11.128781286548527
Current Portfolio,20,2025-12-31,2025-12-31,2026-01-31,2,1,1.0,2,-0.8328283657614621,10.556651945728944
Current Portfolio,21,2016-06-30,2016-06-30,2016-07-31,2,1,1.0,2,-0.42831687056908985,5.285804394378335
Current Portfolio,22,2017-01-31,2017-01-31,2017-02-28,2,1,1.0,2,-0.19090076204349993,2.319489822625642
Current Portfolio,23,2015-12-31,2015-12-31,2016-01-31,2,1,1.0,2,-0.09372730639796156,1.1316099035461713
Current Portfolio,24,2016-11-30,2016-11-30,2016-12-31,2,1,1.0,2,-0.08359965269651992,1.0086685101359238
KAW Core Revised Internal,1,2022-01-31,2022-12-31,2024-02-29,26,12,14.0,26,-12.80137513180546,12.458358613522403
KAW Core Revised Internal,2,2026-07-31,2026-07-31,,2,1,,2,-11.523766254883272,
KAW Core Revised Internal,3,2020-09-30,2020-10-31,2021-05-31,9,2,7.0,9,-7.221207799724816,13.710927944260721
KAW Core Revised Internal,4,2018-02-28,2018-10-31,2019-03-31,14,9,5.0,14,-5.859621916244551,15.594653734475061
KAW Core Revised Internal,5,2025-04-30,2025-05-31,2025-08-31,5,2,3.0,5,-4.851549058778836,22.009349398055388
KAW Core Revised Internal,6,2020-03-31,2020-03-31,2020-04-30,2,1,1.0,2,-4.088251588323644,65.02065409779969
KAW Core Revised Internal,7,2016-03-31,2016-04-30,2016-05-31,3,2,1.0,3,-3.6891382299692355,56.99895934156813
KAW Core Revised Internal,8,2016-08-31,2016-11-30,2017-04-30,9,4,5.0,9,-3.3572030885478,8.540851278245087
KAW Core Revised Internal,9,2026-03-31,2026-03-31,2026-05-31,3,1,2.0,3,-3.0074811202167817,20.1076229120714
KAW Core Revised Internal,10,2017-11-30,2017-11-30,2018-01-31,3,1,2.0,3,-2.579358410074861,16.97527841775781
KAW Core Revised Internal,11,2019-09-30,2019-10-31,2020-01-31,5,2,3.0,5,-1.4555974613234435,6.040595238633317
KAW Core Revised Internal,12,2024-08-31,2024-08-31,2024-09-30,2,1,1.0,2,-1.3118096716118854,17.170363360483897
KAW Core Revised Internal,13,2025-12-31,2025-12-31,2026-01-31,2,1,1.0,2,-0.6254897123507464,7.820162522571228
KAW Core Revised Internal,14,2021-09-30,2021-09-30,2021-10-31,2,1,1.0,2,-0.47720273984498407,5.908083854180091
KAW Core Revised Internal,15,2017-07-31,2017-07-31,2017-08-31,2,1,1.0,2,-0.4671205121905331,5.779419469984259
KAW Core Revised Internal,16,2020-06-30,2020-06-30,2020-07-31,2,1,1.0,2,-0.23588927512626645,2.874555462880557
KAW Core Revised Internal,17,2025-01-31,2025-01-31,2025-02-28,2,1,1.0,2,-0.13918350379765743,1.6854109015524976
KAW Core Revised Internal,18,2024-04-30,2024-04-30,2024-05-31,2,1,1.0,2,-0.1258472750656825,1.5225934723660073
QQQ 100%,1,2022-01-31,2022-12-31,2023-06-30,18,12,6.0,18,-27.823402273623433,91.95842913779096
QQQ 100%,2,2018-09-30,2018-12-31,2019-04-30,8,4,4.0,8,-17.355784054111588,77.15875048794632
QQQ 100%,3,2026-07-31,2026-07-31,,2,1,,2,-14.296595749996898,
QQQ 100%,4,2020-09-30,2020-10-31,2021-01-31,5,2,3.0,5,-13.074216374868486,75.14814500599218
QQQ 100%,5,2020-02-29,2020-03-31,2020-04-30,3,2,1.0,3,-10.734612493096607,290.66352505395935
QQQ 100%,6,2025-01-31,2025-04-30,2025-07-31,7,4,3.0,7,-10.723139902330281,57.41436789582477
QQQ 100%,7,2016-01-31,2016-04-30,2016-10-31,10,4,6.0,10,-9.226286408308582,21.36118099782285
QQQ 100%,8,2018-02-28,2018-03-31,2018-05-31,4,2,2.0,4,-6.249345730052425,47.2835204402964
QQQ 100%,9,2019-05-31,2019-05-31,2019-07-31,3,1,2.0,3,-6.243311655945827,47.22665558857191
QQQ 100%,10,2023-09-30,2023-10-31,2023-11-30,3,2,1.0,3,-5.3961657516087165,94.57862849937153
QQQ 100%,11,2024-07-31,2024-08-31,2024-10-31,4,2,2.0,4,-4.4681337064605975,31.55592944226231
QQQ 100%,12,2025-12-31,2026-03-31,2026-04-30,5,4,1.0,5,-3.8748761039107293,60.678233748043574
QQQ 100%,13,2021-09-30,2021-09-30,2021-10-31,2,1,1.0,2,-3.622426351217134,55.69982972016898
QQQ 100%,14,2017-11-30,2017-11-30,2018-01-31,3,1,2.0,3,-1.9121636245736928,12.281723476903462
QQQ 100%,15,2024-04-30,2024-04-30,2024-05-31,2,1,1.0,2,-1.8474529322268562,25.078052697604527
QQQ 100%,16,2021-05-31,2021-05-31,2021-06-30,2,1,1.0,2,-0.2486324922903238,3.0323727639733455
QQQ 100%,17,2019-08-31,2019-08-31,2019-10-31,3,1,2.0,3,-0.17534349742177602,1.0585478154695682
benchmark,1,2020-02-29,2020-03-31,2020-07-31,6,2,4.0,6,-17.40989191862605,77.50716859277529
benchmark,2,2022-01-31,2022-06-30,2023-04-30,16,6,10.0,16,-13.40307147450912,18.849405548016705
benchmark,3,2018-10-31,2018-12-31,2019-03-31,6,3,3.0,6,-13.22192910740454,76.34373478605983
benchmark,4,2020-09-30,2020-10-31,2021-01-31,5,2,3.0,5,-10.69230655617539,57.197092159172946
benchmark,5,2025-02-28,2025-04-30,2025-07-31,6,3,3.0,6,-8.727148613561164,44.08989575665358
benchmark,6,2026-07-31,2026-07-31,,2,1,,2,-8.234183406494811,
benchmark,7,2018-02-28,2018-03-31,2018-06-30,5,2,3.0,5,-7.198470479611519,34.82780472473781
benchmark,8,2023-09-30,2023-10-31,2023-12-31,4,2,2.0,4,-5.163032128596711,37.44661177866988
benchmark,9,2019-05-31,2019-05-31,2019-07-31,3,1,2.0,3,-4.355377236532809,30.628111578150595
benchmark,10,2016-06-30,2016-09-30,2016-11-30,6,4,2.0,6,-3.4127945956318073,23.163606123821868
benchmark,11,2021-09-30,2021-09-30,2021-10-31,2,1,1.0,2,-2.5774610118277086,36.80018176984943
benchmark,12,2016-01-31,2016-01-31,2016-02-29,2,1,1.0,2,-2.538144286092181,36.13941646698991
benchmark,13,2016-03-31,2016-04-30,2016-05-31,3,2,1.0,3,-2.101331078184232,29.026392978548987
benchmark,14,2017-01-31,2017-03-31,2017-04-30,4,3,1.0,4,-1.8360094146136596,24.90319238159222
benchmark,15,2025-12-31,2026-03-31,2026-04-30,5,4,1.0,5,-1.5483721436609699,20.593856301340963
benchmark,16,2024-04-30,2024-04-30,2024-05-31,2,1,1.0,2,-1.4966038761446199,19.83551640148258
benchmark,17,2017-11-30,2017-11-30,2018-01-31,3,1,2.0,3,-0.8685740181639368,5.373614974969443
benchmark,18,2023-05-31,2023-05-31,2023-06-30,2,1,1.0,2,-0.8622137250695272,10.950533863768207
benchmark,19,2019-10-31,2019-10-31,2019-11-30,2,1,1.0,2,-0.7159402531853432,9.004812697723018
benchmark,20,2024-07-31,2024-08-31,2024-09-30,3,2,1.0,3,-0.46210020272196006,5.715415933371282
benchmark,21,2017-07-31,2017-07-31,2017-08-31,2,1,1.0,2,-0.3852211382655457,4.740513253084044
benchmark,22,2023-07-31,2023-07-31,2023-08-31,2,1,1.0,2,-0.2500924800868165,3.0504705993220416
