point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_132030_pct
36,1.252736401406529,14.846217270091413,8.786153654601833,10.441910209096633,35.18067464449511,0.0,4.742339900086484,1.2328392236841794,16.156924456536963,0.0,32.24531156610063
37,1.2609509438349427,15.0076566444313,8.85694557779126,10.814701346874104,35.360220551678516,0.0,4.390032376362957,0.33428158128742697,16.596565375189325,0.0,32.50419876860769
38,1.2686639345001265,15.169096018771185,8.930350230705141,11.433818105415055,35.28116329658886,0.0,3.6228236720453157,0.0,16.670567127440894,0.0,32.99162779850988
39,1.2754487786610096,15.33053539311107,9.009419136810735,12.198860101079338,35.04890749212143,0.0,2.6098242417232194,0.0,16.52796135874825,0.0,33.61444680632778
40,1.281296813575764,15.491974767450959,9.094295627186657,12.963902096743645,34.81665168765399,0.0,1.5968248114010795,0.0,16.3853555900556,0.0,34.237265814145694
41,1.286245463144602,15.653414141790844,9.184818700380529,13.728944092407957,34.58439588318654,0.0,0.5838253810789552,0.0,16.24274982136296,0.0,34.8600848219636
42,1.2900880688226883,15.814853516130729,9.282599418533149,15.223554570296443,33.69346148155194,0.0,0.0,0.0,15.367128593750348,0.0,35.71585535440126
43,1.2908804784114953,15.976292890470617,9.401962718333914,17.710630920501597,31.90649600889178,0.0,0.0,0.0,13.494352411416225,0.0,36.88852065919039
44,1.2884095032207048,16.137732264810506,9.545295556612427,20.19770727070668,30.119530536231697,0.0,0.0,0.0,11.62157622908213,0.0,38.0611859639795
45,1.283965173931226,16.29917163915039,9.704070743897832,20.793231566185717,29.960751398228254,0.865408372975514,0.0,0.0,9.964900885006097,0.0,38.41570777760442
46,1.2787133280326068,16.460611013490272,9.87017807524389,21.387134663456557,29.803367734783283,1.7315584641078487,0.0,0.0,8.308410755125422,0.0,38.76952838252689
47,1.272751634988401,16.622050387830164,10.043253748659271,21.981037760727435,29.645984071338265,2.597708555240212,0.0,0.0,6.651920625244707,0.0,39.12334898744938
48,1.2661721710477234,16.78348976217005,10.22294384565295,22.574940857998286,29.488600407893255,3.463858646372558,0.0,0.0,4.995430495364052,0.0,39.47716959237185
49,1.2590609051968567,16.944929136509938,10.40890581527522,23.168843955269132,29.331216744448263,4.330008737504916,0.0,0.0,3.3389403654833734,0.0,39.830990197294334
50,1.2514974100718508,17.106368510849823,10.600809594538001,23.762747052539996,29.17383308100328,5.1961588286372855,0.0,0.0,1.6824502356026303,0.0,40.18481080221681
51,1.2435547606583113,17.267807885189708,10.79833840164815,24.35665014981085,29.01644941755827,6.062308919769612,0.0,0.0,0.02596010572198794,0.0,40.53863140713928
