date,optimized_balance,provided_balance
2020-04-30,2.8858088135425146,2.1171642259510257
2020-05-31,3.0381164068679904,2.2005014447409605
2020-06-30,3.166004348432392,2.310306461068809
2020-07-31,3.4043963188443565,2.4695711449413915
2020-08-31,3.6632481937982515,2.611578142738583
2020-09-30,3.485912752327082,2.538581781072244
2020-10-31,3.4021844641321146,2.5062484186560585
2020-11-30,3.67509863470621,2.7189419572730147
2020-12-31,3.8558866256069133,2.8425894717528806
2021-01-31,3.8254620338408083,2.851655714928859
2021-02-28,3.811772731094641,2.871943273080839
2021-03-31,3.890713992221896,2.8767829104205385
2021-04-30,4.096106404367233,3.012236660107616
2021-05-31,4.138461711223074,3.048441332224251
2021-06-30,4.2421471905735455,3.090096395519853
2021-07-31,4.355308425378569,3.1079954569493937
2021-08-31,4.487249170649494,3.147507770152376
2021-09-30,4.267172160343532,2.9893711108113554
2021-10-31,4.540702481759736,3.1382323676531327
2021-11-30,4.56875381105969,3.1180448108770777
2021-12-31,4.689456629137585,3.179709584975306
2022-01-31,4.392067094151114,3.0134127424924375
2022-02-28,4.3030941538755645,2.9597964067403115
2022-03-31,4.464497606740688,2.9915902865736097
2022-04-30,4.020789616769049,2.7261006024651304
2022-05-31,3.9673436641887228,2.707286570618514
2022-06-30,3.6763723767279197,2.52696792204238
2022-07-31,3.9956830148251274,2.644889477481645
2022-08-31,3.820085076736258,2.5442773974016233
2022-09-30,3.487451584043193,2.2974719079882044
2022-10-31,3.6346093126050705,2.3273680274656563
2022-11-30,3.8562212198672783,2.5713107792700365
2022-12-31,3.6336841035083194,2.4675745376559104
2023-01-31,3.9377261562617174,2.6998446552845548
2023-02-28,3.860236659033756,2.597379442159382
2023-03-31,4.145245192302751,2.747879132148018
2023-04-30,4.183212911670015,2.737714580555385
2023-05-31,4.343729326021278,2.762764254085614
2023-06-30,4.551058336760233,2.867280600985722
2023-07-31,4.705044505599753,2.989927941306439
2023-08-31,4.634964276213915,2.8862580998861165
2023-09-30,4.407163216824926,2.745192534215612
2023-10-31,4.392060461188394,2.6897192568122286
2023-11-30,4.776283954923772,2.9178870787019693
2023-12-31,4.989563502445371,3.039729156398072
2024-01-31,5.046689632640337,2.9960334444337997
2024-02-29,5.266978186384336,3.1091594304379186
2024-03-31,5.43957085011127,3.207230105006686
2024-04-30,5.28201017861791,3.1667690645745723
2024-05-31,5.544266236249664,3.283126570273694
2024-06-30,5.783646915781672,3.3712260392243625
2024-07-31,5.8148590869758685,3.377634540027362
2024-08-31,5.912244758098911,3.4171541373134438
2024-09-30,6.084704723599903,3.5752434674866933
2024-10-31,6.090023038721144,3.508676310267609
2024-11-30,6.331577563385223,3.5545773114598394
2024-12-31,6.281527876707865,3.476135102516829
2025-01-31,6.481739681659744,3.5985525660765734
2025-02-28,6.390256934882997,3.6508909682465283
2025-03-31,6.148390282291245,3.6000105706311625
2025-04-30,6.2366443567628576,3.584813651833861
2025-05-31,6.645255470156247,3.7635440238468663
2025-06-30,6.969649430998726,4.0044385267129385
2025-07-31,7.096552337278778,4.014630256897055
2025-08-31,7.2419676994153654,4.096594615315937
2025-09-30,7.676053592199084,4.3568726805516516
2025-10-31,7.967793501808501,4.56070721301142
2025-11-30,7.990052622833708,4.539048662620801
2025-12-31,7.99759616696601,4.5985725485492175
2026-01-31,8.266427863622168,4.841709498553516
2026-02-28,8.281202795770724,4.9585526944862135
2026-03-31,7.782224144956889,4.611816035610028
2026-04-30,8.627105386373174,5.095883211799869
2026-05-31,9.200743772795613,5.4594427937958
2026-06-30,8.964137358923868,5.325060257055294
2026-07-31,8.684777582694524,5.15860185423014
