date,Sample Portfolio_balance,Portfolio 2_balance,Portfolio 3_balance,benchmark_balance
2024-12-31,16098.830228338891,18833.51897726978,19603.366960282227,19640.47329970852
2025-01-31,16592.577675854962,19799.136186227774,20235.638568243456,20167.942507682947
2025-02-28,16713.63047864347,19997.97243731007,20056.75532222379,19911.915791996467
2025-03-31,16457.495723855907,20237.677581997974,20040.840879377167,18802.437565064585
2025-04-30,16539.197230182745,20045.43253414891,20115.40597810499,18639.41728780529
2025-05-31,17006.031424410885,21012.251342287727,21104.51190462119,19810.810349748834
2025-06-30,17608.984606198457,22220.083082052242,22435.85766129733,20828.815394306876
2025-07-31,17782.304796984256,22538.28908183685,22615.1368114361,21308.533142047352
2025-08-31,18198.685571277776,23791.20593299145,23193.96051808861,21745.773247864905
2025-09-30,19194.54991368091,26141.113184714384,24781.39729451432,22520.367132648935
2025-10-31,19673.626801866732,26593.051142005228,26246.043647895916,23057.193987472678
2025-11-30,19967.865961947075,27657.329355363323,26626.665890497763,23102.155629026125
2025-12-31,19997.352849726547,29075.013308703084,27943.63102982367,23120.57966648667
2026-01-31,20663.66991691868,31370.701352827407,30069.504695948355,23461.324500225124
2026-02-28,21135.274007385335,33339.36340202972,31865.198120882567,23258.572711287703
2026-03-31,19822.7970888548,30523.058811963794,29211.2772569769,22110.0744700593
2026-04-30,20927.624107779222,32706.155433629705,31978.531211460428,24432.797199945773
2026-05-31,21550.076326958933,34598.675005297926,34450.902701579274,25718.591551405505
2026-06-30,20967.399163568643,33005.10908803609,33230.19986611313,25453.88123902071
2026-07-31,20823.12534676281,32355.51773139615,31428.22882180537,25462.74375026528
2026-08-31,21577.70364834662,34856.317517654956,33627.56332969093,26145.130070875155
