date,Portfolio 1_balance,benchmark_balance
2011-08-31,19739.677990993274,11856.20419619315
2011-09-30,18451.68851431793,11033.13894253836
2011-10-31,19932.93856909002,12237.3731986233
2011-11-30,19858.91969146914,12187.641802510403
2011-12-31,19288.816899541664,12314.984010193546
2012-01-31,20720.352105401726,12886.08418037824
2012-02-29,21181.526297473167,13445.408930374602
2012-03-31,21589.3711526861,13877.870391168477
2012-04-30,21514.969076876303,13785.220382963264
2012-05-31,20325.585786576346,12957.341854035094
2012-06-30,20929.01126534693,13483.164473615112
2012-07-31,21147.839160368672,13642.667454521297
2012-08-31,21946.652534589048,13984.451434534303
2012-09-30,22471.922632016158,14338.968671696952
2012-10-31,21785.978872617965,14078.026516665934
2012-11-30,21899.2802796979,14157.703326671843
2012-12-31,21747.255012071888,14284.192731829073
2013-01-31,22194.384974221215,15015.403926302837
2013-02-28,21988.67811641562,15206.983845607483
2013-03-31,22507.51438700363,15784.412099620064
2013-04-30,22332.272559099023,16087.669641453884
2013-05-31,22245.485819058824,16467.49150497869
2013-06-30,21201.911140889064,16247.736339283978
2013-07-31,22397.333074294354,17087.373906883033
2013-08-31,22487.063881645852,16574.888733360844
2013-09-30,22745.329993614905,17099.417213062556
2013-10-31,23393.816691091786,17891.2438765647
2013-11-30,23443.75932445874,18421.490469474065
2013-12-31,23516.08606042748,18899.10228320773
2014-01-31,23445.095609116,18232.933421947713
2014-02-28,24577.04137671514,19062.82687752186
2014-03-31,24191.187616046234,19220.95862905587
2014-04-30,24272.61374657816,19354.56821259048
2014-05-31,24590.37269887038,19803.724366900133
2014-06-30,25433.9507101898,20212.568497628883
2014-07-31,25138.89454508698,19940.96101112123
2014-08-31,25890.309070712192,20727.902127949492
2014-09-30,25217.48883381289,20441.929014259542
2014-10-31,25403.169406169996,20923.36446688906
2014-11-30,25954.531825458536,21498.16107830472
2014-12-31,25865.774698998102,21443.631824817214
2015-01-31,26259.875395066305,20808.27370701888
2015-02-28,26741.36775853287,21977.792636777725
2015-03-31,26276.357521227863,21632.62250074657
2015-04-30,26475.60350316775,21845.35674078726
2015-05-31,26789.37783654346,22126.1956941856
2015-06-30,26260.947744667745,21676.76972664741
2015-07-31,26316.236509527684,22166.432555509986
2015-08-31,25591.02150323929,20815.3852128282
2015-09-30,25127.8032510066,20284.261726926088
2015-10-31,26782.23420619829,22009.632524982546
2015-11-30,26306.563350016153,22090.08697525785
2015-12-31,25996.773398140864,21708.31089306349
2016-01-31,25578.210506760817,20627.529679696054
2016-02-29,26328.49826260353,20610.49097431389
2016-03-31,27332.740103835327,21996.872286510057
2016-04-30,27518.39173815667,22083.56327683927
2016-05-31,27510.12011949066,22459.245434543373
2016-06-30,28175.9982245281,22537.31011050877
2016-07-31,29263.430647946392,23359.2710571639
2016-08-31,29050.66043040088,23387.248761725932
2016-09-30,29311.04122267707,23388.597827868616
2016-10-31,28727.695744289114,22983.122508021897
2016-11-30,28241.112275500756,23829.777146800283
2016-12-31,28343.19705314397,24312.8468966998
2017-01-31,29399.42653034695,24747.914946005087
2017-02-28,30434.011383197547,25720.300622044775
2017-03-31,30593.87583508267,25752.448868225056
2017-04-30,31127.679608996455,26008.075702653885
2017-05-31,31637.54970792026,26375.12769151946
2017-06-30,31257.34267792708,26543.265659357534
2017-07-31,32059.549158351514,27088.843425359893
2017-08-31,32737.606115312097,27167.877501710675
2017-09-30,32528.347262509044,27715.297706616475
2017-10-31,33128.62210915247,28368.380626292408
2017-11-30,33654.52932899358,29235.483253319264
2017-12-31,34056.68619667749,29590.052525890274
2018-01-31,35784.503897024006,31257.72183778656
2018-02-28,34999.133545714685,30121.176011792388
2018-03-31,34389.875374168354,29295.543677991795
2018-04-30,34353.058322331344,29446.949371185823
2018-05-31,35098.852407052495,30162.763866496807
2018-06-30,34906.272855550254,30336.24028178523
2018-07-31,35333.862803300486,31460.08946813935
2018-08-31,36094.16484172143,32464.29383277304
2018-09-30,36013.00261801483,32657.306653044954
2018-10-31,34555.82090318355,30400.55219204458
2018-11-30,34801.71259251236,30964.448349027312
2018-12-31,33591.78227272903,28238.08010928207
2019-01-31,35619.52894965449,30498.981985052542
2019-02-28,36201.74038046869,31487.63932601041
2019-03-31,36747.24306295545,32057.58700826178
2019-04-30,37711.606841212306,33367.20452970157
2019-05-31,36373.375421903715,31239.347556923123
2019-06-30,38878.47766363096,33413.16528594565
2019-07-31,39329.51170772466,33918.35972058527
2019-08-31,39996.809261657436,33350.449128209366
2019-09-30,39885.64688403928,33999.384633115194
2019-10-31,40988.486374553555,34750.92239988459
2019-11-30,41511.28732456981,36008.857197397956
2019-12-31,42773.86783515954,37055.108099224584
2020-01-31,43884.22440811601,37040.13731951543
2020-02-29,42090.730033695574,34107.83027861396
2020-03-31,39722.56020770451,29848.737885988296
2020-04-30,43896.39870779951,33639.03750297878
2020-05-31,45748.309678890095,35241.78204313947
2020-06-30,47232.21032553801,35866.7812601993
2020-07-31,50676.98606651571,37979.05266455499
2020-08-31,53303.70818073935,40629.8635641229
2020-09-30,51131.29773214559,39108.53323843617
2020-10-31,50131.47597993494,38133.40895812682
2020-11-30,52659.25104456012,42281.45200759833
2020-12-31,55114.48423389517,43847.898959571285
2021-01-31,54395.981094685776,43401.07283521379
2021-02-28,53678.34108677527,44607.86260802045
2021-03-31,54373.71411348595,46633.03444772942
2021-04-30,56836.51502062937,49100.40318768911
2021-05-31,58077.04367308693,49422.79915999432
2021-06-30,58372.899569929716,50531.226593100146
2021-07-31,59860.58376915418,51764.82038292471
2021-08-31,61115.25694039536,53305.326720211095
2021-09-30,58530.15597752931,50821.013709499224
2021-10-31,61376.90897795013,54386.79981178599
2021-11-30,61536.61208970679,53949.80259789667
2021-12-31,63179.91815867549,56444.86573852843
2022-01-31,60070.66148574496,53467.89689935456
2022-02-28,59817.049288698974,51889.68223614266
2022-03-31,61314.719847124536,53840.22759131275
2022-04-30,56559.32507552106,49114.7187067004
2022-05-31,55809.98399594182,49225.60038020538
2022-06-30,52627.51766619303,45166.42609926486
2022-07-31,55810.346422114664,49325.681815619464
2022-08-31,53560.024400244445,47313.102544733825
2022-09-30,49664.07062471194,42939.19498717857
2022-10-31,51132.88046072714,46429.1057551258
2022-11-30,54323.45892511352,49010.17378959135
2022-12-31,52312.103630904785,46185.80360352911
2023-01-31,56060.470198038376,49090.308318467105
2023-02-28,54491.011453557156,47856.039995571206
2023-03-31,58145.78023998173,49630.44356620239
2023-04-30,58710.836160768245,50423.28202931155
2023-05-31,59859.92536941496,50656.049901571176
2023-06-30,61681.58938449685,53938.55138626665
2023-07-31,63384.90225250715,55704.13591879934
2023-08-31,62504.56559951914,54798.835447560894
2023-09-30,59573.690998003,52199.47793067516
2023-10-31,60019.32735455893,51066.29706108833
2023-11-30,64341.21474111864,55730.893682120906
2023-12-31,66791.07907068009,58275.30566225224
2024-01-31,67194.47903621195,59203.42076920091
2024-02-29,69263.5662760443,62293.0674670869
2024-03-31,72059.98981313911,64330.16505149724
2024-04-30,70663.57915158836,61736.400377391634
2024-05-31,73510.34960329768,64859.014397330255
2024-06-30,75775.00085503892,67147.2310080155
2024-07-31,77108.43653562716,67960.34015353724
2024-08-31,78492.05087790187,69548.2680929765
2024-09-30,80910.80118194825,71009.09858387565
2024-10-31,81253.84262537272,70375.45378007852
2024-11-30,83333.20857796457,74572.17499045296
2024-12-31,82304.8041257566,72777.9632743724
2025-01-31,85228.30928528075,74732.51342874893
2025-02-28,84916.86260163969,73783.80386351344
2025-03-31,84000.38941932068,69672.6211555349
2025-04-30,85589.58105849028,69068.54788158553
2025-05-31,89439.4718139034,73409.16434121391
2025-06-30,92783.68491632184,77181.38454465503
2025-07-31,93873.53822710311,78958.98347480704
2025-08-31,96279.35754622673,80579.18107637942
2025-09-30,102320.03829164823,83449.44649261596
2025-10-31,105684.28163093457,85438.6637923849
2025-11-30,107057.48954587233,85605.26960653234
2025-12-31,107484.46884643663,85673.5400623018
2026-01-31,112289.47227191486,86936.17346446644
2026-02-28,114423.41943051819,86184.87467512804
2026-03-31,107008.51828768232,81929.10291245073
2026-04-30,114907.16369089545,90535.97530592246
2026-05-31,119830.14206697163,95300.49918338138
2026-06-30,115236.0433364122,94319.6124634054
2026-07-31,113111.95641076352,94352.45258779316
2026-08-31,118821.89657722395,96881.0419493081
