year,ticker,asset_annual_return,baseline_weight,excluded_year_weight,delta_weight,status
2023,SPMO,0.1991721929871628,0.19817179317614658,0.4292178921401688,0.2310460989640222,optimal
2023,XLE,0.0183277210497707,0.027333081711022382,0.0038295003735101,-0.0235035813375121,optimal
2024,138920,-0.2582641721761146,0.0,0.0516244295942905,0.0516244295942905,optimal
2024,144600,0.1644104803493447,0.0,0.0,0.0,optimal
2024,AIA,0.3749055301921749,0.04508414936205738,0.0104583262042092,-0.0346258231578481,optimal
2024,GLD,0.4295638336817013,0.3948449304671397,0.3546649506690674,-0.0401799797980723,optimal
2024,QQQ,0.4344661585854492,0.3106283464337882,0.4936995075732576,0.1830711611394694,optimal
2024,SCHD,0.2628033401020946,0.023937657705376685,0.0433238518953474,0.0193861941899707,optimal
2024,SPMO,0.6635801811958537,0.19817179317614658,0.0,-0.1981717931761465,optimal
2024,XLE,0.1825051154073571,0.027333081711022382,0.0462288243855238,0.0188957426745014,optimal
2025,138920,0.0449459510714964,0.0,0.0073868612472801,0.0073868612472801,optimal
2025,144600,1.3635852240765045,0.0,0.0,0.0,optimal
2025,AIA,0.4382786492763644,0.04508414936205738,0.004143743862407,-0.0409404054996503,optimal
2025,GLD,0.6148184716811123,0.3948449304671397,0.2889690743909411,-0.1058758560761985,optimal
2025,QQQ,0.1762191362183383,0.3106283464337882,0.3521761229553741,0.0415477765215858,optimal
2025,SCHD,0.0272083817206421,0.023937657705376685,0.2814742603776501,0.2575366026722734,optimal
2025,SPMO,0.237342605554913,0.19817179317614658,0.0658498866144294,-0.1323219065617171,optimal
2025,XLE,0.0706127684070856,0.027333081711022382,0.0,-0.0273330817110223,optimal
2026,138920,0.1397459165154262,0.0,0.0,0.0,optimal
2026,144600,-0.1078936929789763,0.0,0.0,0.0,optimal
2026,AIA,0.3661486843268471,0.04508414936205738,0.0,-0.0450841493620573,optimal
2026,GLD,-0.0136980487897987,0.3948449304671397,0.369024915416754,-0.0258200150503856,optimal
2026,QQQ,0.1154815249283076,0.3106283464337882,0.4448077857741313,0.1341794393403431,optimal
2026,SCHD,0.2353907664443901,0.023937657705376685,0.0,-0.0239376577053766,optimal
2026,SPMO,0.1786102836260636,0.19817179317614658,0.1861672727081315,-0.012004520468015,optimal
2026,XLE,0.3599043702453963,0.027333081711022382,0.0,-0.0273330817110223,optimal
