date,Portfolio 1_balance,benchmark_balance
2013-02-28,21988.680561246645,15206.991132585697
2013-03-31,22507.512824300647,15784.41377181081
2013-04-30,22332.272295007573,16087.672364930993
2013-05-31,22245.494290235714,16467.500119970577
2013-06-30,21201.90897800766,16247.73910903408
2013-07-31,22397.334848614675,17087.378846598243
2013-08-31,22487.06280023484,16574.883888734406
2013-09-30,22745.333072123296,17099.42793797302
2013-10-31,23393.81503558192,17891.243266953497
2013-11-30,23443.759504441383,18421.495794863276
2013-12-31,23516.08328456547,18899.100037716067
2014-01-31,23445.09791817458,18232.94254730359
2014-02-28,24577.039103609128,19062.834315550153
2014-03-31,24191.18850655304,19220.96611279779
2014-04-30,24272.617604347604,19354.57188048121
2014-05-31,24590.37409680156,19803.72816463548
2014-06-30,25433.951227311663,20212.570486317312
2014-07-31,25138.89500300692,19940.966775767632
2014-08-31,25890.304439508967,20727.900411137693
2014-09-30,25217.48606302262,20441.938778204432
2014-10-31,25403.16424530302,20923.36087934472
2014-11-30,25954.53465018202,21498.171147591183
2014-12-31,25865.775380888266,21443.632242150536
2015-01-31,26259.8752167314,20808.27779515507
2015-02-28,26741.367741470778,21977.806699194625
2015-03-31,26276.354295118923,21632.622972714395
2015-04-30,26475.603555842263,21845.361128729313
2015-05-31,26789.377973303217,22126.202090552084
2015-06-30,26260.943931775244,21676.770211377567
2015-07-31,26316.237699276662,22166.43896350837
2015-08-31,25591.019810301168,20815.387375782328
2015-09-30,25127.800876466743,20284.259881864207
2015-10-31,26782.237000375284,22009.638887652283
2015-11-30,26306.560832265943,22090.0856522342
2015-12-31,25996.772436005213,21708.315241387547
2016-01-31,25578.20828311138,20627.531788343833
2016-02-29,26328.501206706384,20610.49693251183
2016-03-31,27332.74042825385,21996.876718253083
2016-04-30,27518.391726357444,22083.577369832947
2016-05-31,27510.122392655197,22459.25385442767
2016-06-30,28175.998733863267,22537.31469848464
2016-07-31,29263.433173118538,23359.28166447063
2016-08-31,29050.661923653104,23387.251668168996
2016-09-30,29311.046219611435,23388.60651641539
2016-10-31,28727.691823093857,22983.119515924136
2016-11-30,28241.11184144198,23829.780181171973
2016-12-31,28343.202054559235,24312.861634147466
2017-01-31,29399.43060694849,24747.925954748887
2017-02-28,30434.012791259527,25720.309984653453
2017-03-31,30593.881360117168,25752.460167365247
2017-04-30,31127.67523613014,26008.077439502606
2017-05-31,31637.554574852365,26375.133388953473
2017-06-30,31257.350103224762,26543.275259873633
2017-07-31,32059.552887209502,27088.847401881005
2017-08-31,32737.608997850497,27167.885355555216
2017-09-30,32528.348702809,27715.305718712363
2017-10-31,33128.623630084396,28368.3811182336
2017-11-30,33654.530411952495,29235.49748659275
2017-12-31,34056.690153473384,29590.063007188855
2018-01-31,35784.4994664822,31257.713528805434
2018-02-28,34999.13359073097,30121.18086491746
2018-03-31,34389.87502330605,29295.552146914182
2018-04-30,34353.0619821586,29446.955956639526
2018-05-31,35098.86084831403,30162.78607678547
2018-06-30,34906.27351135142,30336.249051558116
2018-07-31,35333.864186511404,31460.096635563048
2018-08-31,36094.164024585676,32464.30321773575
2018-09-30,36013.009308362314,32657.323802756528
2018-10-31,34555.82107135972,30400.56098040912
2018-11-30,34801.718339574065,30964.466936595683
2018-12-31,33591.78530903534,28238.090199744787
2019-01-31,35619.5301411746,30498.98887463383
2019-02-28,36201.7402182879,31487.634937970965
2019-03-31,36747.239586849675,32057.584712223957
2019-04-30,37711.6054145111,33367.206466731244
2019-05-31,36373.37716387103,31239.34695158189
2019-06-30,38878.485510201506,33413.190363116766
2019-07-31,39329.507198523905,33918.36567142183
2019-08-31,39996.81489444242,33350.470332774334
2019-09-30,39885.64437037644,33999.3906073749
2019-10-31,40988.491755608586,34750.94400930634
2019-11-30,41511.28571906541,36008.852189139994
2019-12-31,42773.86528027368,37055.1111023744
2020-01-31,43884.23248740114,37040.15573624063
2020-02-29,42090.73475685597,34107.84784765117
2020-03-31,39722.56019521945,29848.746514831233
2020-04-30,43896.40323217806,33639.05493649471
2020-05-31,45748.30994048425,35241.79223103429
2020-06-30,47232.20648926505,35866.77621086921
2020-07-31,50676.981348084526,37979.04822585233
2020-08-31,53303.70889948462,40629.86760068335
2020-09-30,51131.289114911466,39108.532980725984
2020-10-31,50131.478472587056,38133.419981949584
2020-11-30,52659.25007977362,42281.44881265774
2020-12-31,55114.483586379014,43847.91934432294
2021-01-31,54395.97589571675,43401.07767289118
2021-02-28,53678.34178120583,44607.87550351511
2021-03-31,54373.71489065141,46633.040219720664
2021-04-30,56836.51192352784,49100.409672961345
2021-05-31,58077.0411347602,49422.81344741824
2021-06-30,58372.89807597955,50531.24120095457
2021-07-31,59860.59104072675,51764.831492917634
2021-08-31,61115.26155592854,53305.353693445584
2021-09-30,58530.15967532646,50821.03225560276
2021-10-31,61376.90932055978,54386.81167975565
2021-11-30,61536.614800785384,53949.825902964105
2021-12-31,63179.921834277025,56444.8820559313
2022-01-31,60070.66231758005,53467.90850168253
2022-02-28,59817.05300672182,51889.69723670716
2022-03-31,61314.72624405275,53840.25086470361
2022-04-30,56559.32747235031,49114.74061401427
2022-05-31,55809.989094923374,49225.61075614614
2022-06-30,52627.523114132746,45166.44301070804
2022-07-31,55810.34967389297,49325.692220492325
2022-08-31,53560.02599425783,47313.11622227463
2022-09-30,49664.07531887621,42939.2074002853
2022-10-31,51132.88917457343,46429.126886067395
2022-11-30,54323.463113939666,49010.19181220697
2022-12-31,52312.105526541054,46185.82080965974
2023-01-31,56060.47045563701,49090.33021872427
2023-02-28,54491.0227726373,47856.06539349488
2023-03-31,58145.783036810535,49630.457913653314
2023-04-30,58710.838649496785,50423.300460436534
2023-05-31,59859.92922438993,50656.06839998602
2023-06-30,61681.596155149906,53938.566979129886
2023-07-31,63384.906434461445,55704.1597310194
2023-08-31,62504.564653091606,54798.84358016832
2023-09-30,59573.69839882722,52199.50072974877
2023-10-31,60019.33600307359,51066.31567809975
2023-11-30,64341.218301449466,55730.90593864884
2023-12-31,66791.0808171878,58275.31865433327
2024-01-31,67194.48213969456,59203.43788406254
2024-02-29,69263.56861182777,62293.07776616954
2024-03-31,72059.98984112927,64330.175939475645
2024-04-30,70663.58228360243,61736.41822450141
2024-05-31,73510.35311104868,64859.03314714305
2024-06-30,75775.01095233447,67147.26583722219
2024-07-31,77108.4421068689,67960.35979989893
2024-08-31,78492.05389826412,69548.28048943382
2024-09-30,80910.8130093448,71009.13452949299
2024-10-31,81253.84449289914,70375.46641566338
2024-11-30,83333.21894923673,74572.20425715309
2024-12-31,82304.81045485706,72777.98431344
2025-01-31,85228.31954853261,74732.55045075223
2025-02-28,84916.87135418558,73783.82519335515
2025-03-31,84000.39305617378,69672.64129689253
2025-04-30,85589.58662245945,69068.57555726584
2025-05-31,89439.4763921687,73409.1855627527
2025-06-30,92783.68443443462,77181.39914773706
2025-07-31,93873.54808098038,78959.01400967069
2025-08-31,96279.36758007728,80579.21207961903
2025-09-30,102320.04051720513,83449.47061665659
2025-10-31,105684.28805275017,85438.6884914798
2025-11-30,107057.49690545489,85605.2943537906
2025-12-31,107484.47451752715,85673.56482929608
2026-01-31,112289.47788665806,86936.20630542154
2026-02-28,114423.42874113396,86184.89958994178
2026-03-31,107008.52461588116,81929.12659698179
2026-04-30,114907.17048751144,90536.00147857713
2026-05-31,119830.14915495423,95300.5267333917
2026-06-30,115236.04819180351,94319.63972985541
2026-07-31,113111.96304220129,94352.47986373676
2026-08-31,118821.90260736491,96881.0699562307
