point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_GDX_pct,weight_GLD_pct,weight_SLV_pct,weight_AIA_pct,weight_XLE_pct,weight_PTF_pct,weight_QLD_pct
64,1.026104384497558,22.551060562199144,19.67739429559683,0.0,43.223203583202896,0.0,25.160314704141605,0.0,0.0,0.0,1.6164817126554967,30.0
65,1.0227477992794631,22.651589900525998,19.840267478279237,0.0,43.374484492695395,0.0,24.28696868229687,0.0,0.0,0.0,2.3385468250077346,30.0
66,1.0193408274081588,22.752119238852845,20.00520207819317,0.0,43.525765402187716,0.0,23.41362266045223,0.0,0.0,0.0,3.0606119373600515,30.0
67,1.0158882957758404,22.852648577179696,20.172147530776826,0.0,43.67704631168015,0.0,22.54027663860755,0.0,0.0,0.0,3.782677049712298,30.0
68,1.01239481427538,22.95317791550655,20.34105432498297,0.0,43.82832722117256,0.0,21.666930616762876,0.0,0.0,0.0,4.504742162064569,30.0
69,1.0088647797563648,23.0537072538334,20.511874008358994,0.0,43.979608130665,0.0,20.793584594918155,0.0,0.0,0.0,5.226807274416849,30.0
70,1.0053023804831134,23.15423659216025,20.68455918921356,0.0,44.130889040157335,0.0,19.920238573073544,0.0,0.0,0.0,5.948872386769125,30.0
71,1.001711601017383,23.2547659304871,20.859063536117027,0.0,44.28216994964968,0.0,19.046892551228876,0.0,0.0,0.0,6.670937499121454,30.0
72,0.9980962274544509,23.355295268813954,21.035341774971382,0.0,44.43345085914217,0.0,18.173546529384176,0.0,0.0,0.0,7.393002611473659,30.0
73,0.9944598529470692,23.455824607140805,21.213349683874714,0.0,44.58473176863457,0.0,17.300200507539497,0.0,0.0,0.0,8.115067723825947,30.0
74,0.9908058834575054,23.556353945467652,21.393044085992997,0.0,44.73601267812689,0.0,16.42685448569486,0.0,0.0,0.0,8.837132836178258,30.0
75,0.9871375436833583,23.656883283794507,21.57438284064075,0.0,44.88729358761926,0.0,15.553508463850193,0.0,0.0,0.0,9.559197948530555,30.0
76,0.9834578831081008,23.757412622121354,21.75732483275989,0.0,45.03857449711175,0.0,14.68016244200549,0.0,0.0,0.0,10.281263060882761,30.0
